volume_id	pad_ref	kind	room_ref	shape	min_x	min_y	min_z	max_x	max_y	max_z
volume_pad_0024	pad_0024	pad_bounds		aabb	-360.000000	-65.000000	309.000000	-160.000000	135.000000	509.000000
volume_pad_0025	pad_0025	pad_bounds		aabb	-639.000000	-65.000000	212.000000	-439.000000	135.000000	412.000000
volume_pad_0026	pad_0026	pad_bounds		aabb	-846.000000	-65.000000	44.000000	-646.000000	135.000000	244.000000
volume_pad_0027	pad_0027	pad_bounds		aabb	-731.000000	-65.000000	-133.000000	-531.000000	135.000000	67.000000
volume_pad_0028	pad_0028	pad_bounds		aabb	-493.000000	-65.000000	-21.000000	-293.000000	135.000000	179.000000
volume_pad_0029	pad_0029	pad_bounds		aabb	-417.000000	-65.000000	-244.000000	-217.000000	135.000000	-44.000000
volume_pad_0030	pad_0030	pad_bounds		aabb	-163.000000	-65.000000	-1141.000000	37.000000	135.000000	-941.000000
volume_pad_0031	pad_0031	pad_bounds		aabb	-899.000000	-65.000000	-216.000000	-699.000000	135.000000	-16.000000
volume_pad_0032	pad_0032	pad_bounds		aabb	-1681.000000	-65.000000	-660.000000	-1481.000000	135.000000	-460.000000
volume_pad_0033	pad_0033	pad_bounds		aabb	-2115.000000	-65.000000	-938.000000	-1915.000000	135.000000	-738.000000
volume_pad_0034	pad_0034	pad_bounds		aabb	-1878.000000	-65.000000	-1099.000000	-1678.000000	135.000000	-899.000000
volume_pad_0035	pad_0035	pad_bounds		aabb	-1570.000000	-65.000000	-923.000000	-1370.000000	135.000000	-723.000000
volume_pad_0036	pad_0036	pad_bounds		aabb	-1212.000000	-65.000000	-726.000000	-1012.000000	135.000000	-526.000000
volume_pad_0037	pad_0037	pad_bounds		aabb	-879.000000	-65.000000	-529.000000	-679.000000	135.000000	-329.000000
volume_pad_0038	pad_0038	pad_bounds		aabb	-667.000000	-65.000000	-867.000000	-467.000000	135.000000	-667.000000
volume_pad_0039	pad_0039	pad_bounds		aabb	-1000.000000	-65.000000	-1064.000000	-800.000000	135.000000	-864.000000
volume_pad_0040	pad_0040	pad_bounds		aabb	-1358.000000	-65.000000	-1261.000000	-1158.000000	135.000000	-1061.000000
volume_pad_0041	pad_0041	pad_bounds		aabb	-1666.000000	-65.000000	-1437.000000	-1466.000000	135.000000	-1237.000000
volume_pad_0042	pad_0042	pad_bounds		aabb	-344.000000	-65.000000	-1271.000000	-144.000000	135.000000	-1071.000000
volume_pad_0043	pad_0043	pad_bounds		aabb	-1485.000000	-65.000000	-1922.000000	-1285.000000	135.000000	-1722.000000
volume_pad_0044	pad_0044	pad_bounds		aabb	-1944.000000	-65.000000	728.000000	-1744.000000	135.000000	928.000000
volume_pad_0045	pad_0045	pad_bounds		aabb	-2317.000000	-65.000000	-529.000000	-2117.000000	135.000000	-329.000000
volume_pad_0046	pad_0046	pad_bounds		aabb	-2735.000000	-65.000000	278.000000	-2535.000000	135.000000	478.000000
volume_pad_0047	pad_0047	pad_bounds		aabb	-1495.000000	-65.000000	-14.000000	-1295.000000	135.000000	186.000000
volume_pad_0048	pad_0048	pad_bounds		aabb	-1358.000000	-65.000000	-221.000000	-1158.000000	135.000000	-21.000000
volume_pad_0049	pad_0049	pad_bounds		aabb	-1798.000000	-65.000000	-504.000000	-1598.000000	135.000000	-304.000000
volume_pad_0050	pad_0050	pad_bounds		aabb	-2211.000000	-65.000000	-726.000000	-2011.000000	135.000000	-526.000000
volume_pad_0051	pad_0051	pad_bounds		aabb	-2271.000000	-65.000000	-1034.000000	-2071.000000	135.000000	-834.000000
volume_pad_0052	pad_0052	pad_bounds		aabb	-2528.000000	-65.000000	-867.000000	-2328.000000	135.000000	-667.000000
volume_pad_0053	pad_0053	pad_bounds		aabb	-2745.000000	-65.000000	-1079.000000	-2545.000000	135.000000	-879.000000
volume_pad_0054	pad_0054	pad_bounds		aabb	-2876.000000	-65.000000	-1271.000000	-2676.000000	135.000000	-1071.000000
volume_pad_0055	pad_0055	pad_bounds		aabb	-2599.000000	-65.000000	-1468.000000	-2399.000000	135.000000	-1268.000000
volume_pad_0056	pad_0056	pad_bounds		aabb	-2525.000000	-65.000000	-1196.000000	-2325.000000	135.000000	-996.000000
volume_pad_0057	pad_0057	pad_bounds		aabb	-2357.000000	-65.000000	-1356.000000	-2157.000000	135.000000	-1156.000000
volume_pad_0058	pad_0058	pad_bounds		aabb	1603.000000	-65.000000	-1167.000000	1803.000000	135.000000	-967.000000
volume_pad_0059	pad_0059	pad_bounds		aabb	1618.000000	-189.000000	71.000000	1818.000000	11.000000	271.000000
volume_pad_0060	pad_0060	pad_bounds		aabb	1804.000000	-189.000000	66.000000	2004.000000	11.000000	266.000000
volume_pad_0061	pad_0061	pad_bounds		aabb	1804.000000	-363.000000	-1124.000000	2004.000000	-163.000000	-924.000000
volume_pad_0062	pad_0062	pad_bounds		aabb	1608.000000	-363.000000	-1098.000000	1808.000000	-163.000000	-898.000000
volume_pad_0063	pad_0063	pad_bounds		aabb	1613.000000	-363.000000	-511.000000	1813.000000	-163.000000	-311.000000
volume_pad_0064	pad_0064	pad_bounds		aabb	1407.000000	-363.000000	-511.000000	1607.000000	-163.000000	-311.000000
volume_pad_0065	pad_0065	pad_bounds		aabb	1386.000000	-363.000000	335.000000	1586.000000	-163.000000	535.000000
volume_pad_0066	pad_0066	pad_bounds		aabb	1195.000000	-363.000000	320.000000	1395.000000	-163.000000	520.000000
volume_pad_0067	pad_0067	pad_bounds		aabb	1190.000000	-363.000000	1337.000000	1390.000000	-163.000000	1537.000000
volume_pad_0068	pad_0068	pad_bounds		aabb	1197.000000	-363.000000	1818.000000	1397.000000	-163.000000	2018.000000
volume_pad_0069	pad_0069	pad_bounds		aabb	14.000000	-363.000000	1333.000000	214.000000	-163.000000	1533.000000
volume_pad_0070	pad_0070	pad_bounds		aabb	22.000000	-363.000000	1814.000000	222.000000	-163.000000	2014.000000
volume_pad_0071	pad_0071	pad_bounds		aabb	-1138.000000	-363.000000	1830.000000	-938.000000	-163.000000	2030.000000
volume_pad_0072	pad_0072	pad_bounds		aabb	-1145.000000	-363.000000	1349.000000	-945.000000	-163.000000	1549.000000
volume_pad_0073	pad_0073	pad_bounds		aabb	-417.000000	360.000000	-244.000000	-217.000000	560.000000	-44.000000
volume_pad_0074	pad_0074	pad_bounds		aabb	-461.000000	360.000000	-42.000000	-261.000000	560.000000	158.000000
volume_pad_0075	pad_0075	pad_bounds		aabb	-529.000000	360.000000	211.000000	-329.000000	560.000000	411.000000
volume_pad_0076	pad_0076	pad_bounds		aabb	-187.000000	360.000000	237.000000	13.000000	560.000000	437.000000
volume_pad_0077	pad_0077	pad_bounds		aabb	-876.000000	360.000000	47.000000	-676.000000	560.000000	247.000000
volume_pad_0078	pad_0078	pad_bounds		aabb	-35.000000	360.000000	222.000000	165.000000	560.000000	422.000000
volume_pad_0079	pad_0079	pad_bounds		aabb	247.000000	360.000000	222.000000	447.000000	560.000000	422.000000
volume_pad_0080	pad_0080	pad_bounds		aabb	256.000000	360.000000	-25.000000	456.000000	560.000000	175.000000
volume_pad_0081	pad_0081	pad_bounds		aabb	1221.000000	360.000000	-15.000000	1421.000000	560.000000	185.000000
volume_pad_0082	pad_0082	pad_bounds		aabb	1211.000000	360.000000	203.000000	1411.000000	560.000000	403.000000
volume_pad_0083	pad_0083	pad_bounds		aabb	584.000000	360.000000	222.000000	784.000000	560.000000	422.000000
volume_pad_0084	pad_0084	pad_bounds		aabb	589.000000	260.000000	431.000000	789.000000	460.000000	631.000000
volume_pad_0085	pad_0085	pad_bounds		aabb	-10.000000	260.000000	441.000000	190.000000	460.000000	641.000000
volume_pad_0086	pad_0086	pad_bounds		aabb	5.000000	260.000000	1211.000000	205.000000	460.000000	1411.000000
volume_pad_0087	pad_0087	pad_bounds		aabb	589.000000	260.000000	1187.000000	789.000000	460.000000	1387.000000
volume_pad_0088	pad_0088	pad_bounds		aabb	826.000000	360.000000	218.000000	1026.000000	560.000000	418.000000
volume_pad_0089	pad_0089	pad_bounds		aabb	822.000000	260.000000	446.000000	1022.000000	460.000000	646.000000
volume_pad_0090	pad_0090	pad_bounds		aabb	822.000000	260.000000	830.000000	1022.000000	460.000000	1030.000000
volume_pad_0091	pad_0091	pad_bounds		aabb	1396.000000	260.000000	811.000000	1596.000000	460.000000	1011.000000
volume_pad_0092	pad_0092	pad_bounds		aabb	1387.000000	260.000000	446.000000	1587.000000	460.000000	646.000000
volume_pad_0093	pad_0093	pad_bounds		aabb	-975.000000	360.000000	-44.000000	-775.000000	560.000000	156.000000
volume_pad_0094	pad_0094	pad_bounds		aabb	-1056.000000	360.000000	-371.000000	-856.000000	560.000000	-171.000000
volume_pad_0095	pad_0095	pad_bounds		aabb	-1203.000000	360.000000	-167.000000	-1003.000000	560.000000	33.000000
volume_pad_0096	pad_0096	pad_bounds		aabb	-1887.000000	360.000000	-856.000000	-1687.000000	560.000000	-656.000000
volume_pad_0097	pad_0097	pad_bounds		aabb	-1982.000000	360.000000	-647.000000	-1782.000000	560.000000	-447.000000
volume_pad_0098	pad_0098	pad_bounds		aabb	-2225.000000	360.000000	-780.000000	-2025.000000	560.000000	-580.000000
volume_pad_0099	pad_0099	pad_bounds		aabb	-1707.000000	360.000000	-471.000000	-1507.000000	560.000000	-271.000000
volume_pad_0100	pad_0100	pad_bounds		aabb	-1507.000000	360.000000	-371.000000	-1307.000000	560.000000	-171.000000
volume_pad_0101	pad_0101	pad_bounds		aabb	-1811.000000	260.000000	-295.000000	-1611.000000	460.000000	-95.000000
volume_pad_0102	pad_0102	pad_bounds		aabb	-2247.000000	260.000000	73.000000	-2047.000000	460.000000	273.000000
volume_pad_0103	pad_0103	pad_bounds		aabb	-2464.000000	260.000000	-168.000000	-2264.000000	460.000000	32.000000
volume_pad_0104	pad_0104	pad_bounds		aabb	-1607.000000	260.000000	-196.000000	-1407.000000	460.000000	4.000000
volume_pad_0105	pad_0105	pad_bounds		aabb	-2978.000000	360.000000	-1503.000000	-2778.000000	560.000000	-1303.000000
volume_pad_0106	pad_0106	pad_bounds		aabb	-2375.000000	360.000000	-854.000000	-2175.000000	560.000000	-654.000000
volume_pad_0107	pad_0107	pad_bounds		aabb	-2685.000000	360.000000	-1030.000000	-2485.000000	560.000000	-830.000000
volume_pad_0108	pad_0108	pad_bounds		aabb	-2564.000000	360.000000	-1158.000000	-2364.000000	560.000000	-958.000000
volume_pad_0109	pad_0109	pad_bounds		aabb	-2389.000000	360.000000	-1324.000000	-2189.000000	560.000000	-1124.000000
volume_pad_0110	pad_0110	pad_bounds		aabb	-1505.000000	-571.000000	196.000000	-1305.000000	-371.000000	396.000000
volume_pad_0111	pad_0111	pad_bounds		aabb	-1884.000000	-571.000000	204.000000	-1684.000000	-371.000000	404.000000
volume_pad_0112	pad_0112	pad_bounds		aabb	-2102.000000	-571.000000	390.000000	-1902.000000	-371.000000	590.000000
volume_pad_0113	pad_0113	pad_bounds		aabb	-2229.000000	-571.000000	393.000000	-2029.000000	-371.000000	593.000000
volume_pad_0114	pad_0114	pad_bounds		aabb	-2226.000000	-707.000000	118.000000	-2026.000000	-507.000000	318.000000
volume_pad_0115	pad_0115	pad_bounds		aabb	-2504.000000	-707.000000	104.000000	-2304.000000	-507.000000	304.000000
volume_pad_0116	pad_0116	pad_bounds		aabb	-2703.000000	-707.000000	103.000000	-2503.000000	-507.000000	303.000000
volume_pad_0117	pad_0117	pad_bounds		aabb	-3428.000000	-707.000000	83.000000	-3228.000000	-507.000000	283.000000
volume_pad_0118	pad_0118	pad_bounds		aabb	-3506.000000	-707.000000	-232.000000	-3306.000000	-507.000000	-32.000000
volume_pad_0119	pad_0119	pad_bounds		aabb	-3733.000000	-707.000000	-467.000000	-3533.000000	-507.000000	-267.000000
volume_pad_0120	pad_0120	pad_bounds		aabb	-4046.000000	-707.000000	-539.000000	-3846.000000	-507.000000	-339.000000
volume_pad_0121	pad_0121	pad_bounds		aabb	-4054.000000	-707.000000	-1103.000000	-3854.000000	-507.000000	-903.000000
volume_pad_0122	pad_0122	pad_bounds		aabb	-3772.000000	-707.000000	-1114.000000	-3572.000000	-507.000000	-914.000000
volume_pad_0123	pad_0123	pad_bounds		aabb	-2532.000000	-707.000000	-1126.000000	-2332.000000	-507.000000	-926.000000
volume_pad_0124	pad_0124	pad_bounds		aabb	-2331.000000	-707.000000	-1056.000000	-2131.000000	-507.000000	-856.000000
volume_pad_0125	pad_0125	pad_bounds		aabb	-2205.000000	-707.000000	-559.000000	-2005.000000	-507.000000	-359.000000
volume_pad_0126	pad_0126	pad_bounds		aabb	-1568.000000	-707.000000	-480.000000	-1368.000000	-507.000000	-280.000000
volume_pad_0127	pad_0127	pad_bounds		aabb	-2526.000000	-707.000000	-1385.000000	-2326.000000	-507.000000	-1185.000000
volume_pad_0128	pad_0128	pad_bounds		aabb	-2587.000000	-707.000000	-2237.000000	-2387.000000	-507.000000	-2037.000000
volume_pad_0129	pad_0129	pad_bounds		aabb	-3210.000000	-707.000000	-2338.000000	-3010.000000	-507.000000	-2138.000000
volume_pad_0130	pad_0130	pad_bounds		aabb	-3992.000000	-707.000000	-2316.000000	-3792.000000	-507.000000	-2116.000000
volume_pad_0131	pad_0131	pad_bounds		aabb	-4392.000000	-707.000000	-2304.000000	-4192.000000	-507.000000	-2104.000000
volume_pad_0132	pad_0132	pad_bounds		aabb	-4691.000000	-707.000000	-2059.000000	-4491.000000	-507.000000	-1859.000000
volume_pad_0133	pad_0133	pad_bounds		aabb	-5593.000000	-707.000000	-2027.000000	-5393.000000	-507.000000	-1827.000000
volume_pad_0134	pad_0134	pad_bounds		aabb	-5597.000000	-707.000000	-2366.000000	-5397.000000	-507.000000	-2166.000000
volume_pad_0135	pad_0135	pad_bounds		aabb	-4932.000000	-707.000000	-2358.000000	-4732.000000	-507.000000	-2158.000000
volume_pad_0136	pad_0136	pad_bounds		aabb	-5593.000000	-707.000000	-2646.000000	-5393.000000	-507.000000	-2446.000000
volume_pad_0137	pad_0137	pad_bounds		aabb	-5498.000000	-707.000000	-2931.000000	-5298.000000	-507.000000	-2731.000000
volume_pad_0138	pad_0138	pad_bounds		aabb	-4694.000000	-707.000000	-2881.000000	-4494.000000	-507.000000	-2681.000000
volume_pad_0139	pad_0139	pad_bounds		aabb	-4694.000000	-707.000000	-2618.000000	-4494.000000	-507.000000	-2418.000000
volume_pad_0140	pad_0140	pad_bounds		aabb	-4926.000000	-707.000000	-2614.000000	-4726.000000	-507.000000	-2414.000000
volume_pad_0141	pad_0141	pad_bounds		aabb	-4676.000000	-707.000000	-2351.000000	-4476.000000	-507.000000	-2151.000000
volume_pad_0142	pad_0142	pad_bounds		aabb	-4465.000000	-707.000000	-2592.000000	-4265.000000	-507.000000	-2392.000000
volume_pad_0143	pad_0143	pad_bounds		aabb	-4320.000000	-707.000000	-2908.000000	-4120.000000	-507.000000	-2708.000000
volume_pad_0144	pad_0144	pad_bounds		aabb	-4311.000000	-707.000000	-3390.000000	-4111.000000	-507.000000	-3190.000000
volume_pad_0145	pad_0145	pad_bounds		aabb	-4930.000000	-707.000000	-2903.000000	-4730.000000	-507.000000	-2703.000000
volume_pad_0146	pad_0146	pad_bounds		aabb	-4921.000000	-707.000000	-3386.000000	-4721.000000	-507.000000	-3186.000000
volume_pad_0147	pad_0147	pad_bounds		aabb	-5797.000000	-707.000000	-2920.000000	-5597.000000	-507.000000	-2720.000000
volume_pad_0148	pad_0148	pad_bounds		aabb	-5797.000000	-707.000000	-2642.000000	-5597.000000	-507.000000	-2442.000000
volume_pad_0149	pad_0149	pad_bounds		aabb	-3219.000000	-707.000000	-2608.000000	-3019.000000	-507.000000	-2408.000000
volume_pad_0150	pad_0150	pad_bounds		aabb	-3222.000000	-707.000000	-3841.000000	-3022.000000	-507.000000	-3641.000000
volume_pad_0151	pad_0151	pad_bounds		aabb	-3219.000000	-707.000000	-4283.000000	-3019.000000	-507.000000	-4083.000000
volume_pad_0152	pad_0152	pad_bounds		aabb	-3219.000000	-707.000000	-4472.000000	-3019.000000	-507.000000	-4272.000000
volume_pad_0153	pad_0153	pad_bounds		aabb	-3866.000000	-707.000000	-3837.000000	-3666.000000	-507.000000	-3637.000000
volume_pad_0154	pad_0154	pad_bounds		aabb	-4099.000000	-707.000000	-3843.000000	-3899.000000	-507.000000	-3643.000000
volume_pad_0155	pad_0155	pad_bounds		aabb	-4591.000000	-707.000000	-4015.000000	-4391.000000	-507.000000	-3815.000000
volume_pad_0156	pad_0156	pad_bounds		aabb	-4177.000000	-707.000000	-4270.000000	-3977.000000	-507.000000	-4070.000000
volume_pad_0157	pad_0157	pad_bounds		aabb	-4145.000000	-707.000000	-5265.000000	-3945.000000	-507.000000	-5065.000000
volume_pad_0158	pad_0158	pad_bounds		aabb	-4126.000000	-707.000000	-5623.000000	-3926.000000	-507.000000	-5423.000000
volume_pad_0159	pad_0159	pad_bounds		aabb	-4133.000000	-842.000000	-5885.000000	-3933.000000	-642.000000	-5685.000000
volume_pad_0160	pad_0160	pad_bounds		aabb	-4385.000000	-842.000000	-5894.000000	-4185.000000	-642.000000	-5694.000000
volume_pad_0161	pad_0161	pad_bounds		aabb	-4567.000000	-842.000000	-5894.000000	-4367.000000	-642.000000	-5694.000000
volume_pad_0162	pad_0162	pad_bounds		aabb	-4799.000000	-707.000000	-4022.000000	-4599.000000	-507.000000	-3822.000000
volume_pad_0163	pad_0163	pad_bounds		aabb	-5102.000000	-707.000000	-4163.000000	-4902.000000	-507.000000	-3963.000000
volume_pad_0164	pad_0164	pad_bounds		aabb	-5300.000000	-707.000000	-4166.000000	-5100.000000	-507.000000	-3966.000000
volume_pad_0165	pad_0165	pad_bounds		aabb	-5300.000000	-707.000000	-4364.000000	-5100.000000	-507.000000	-4164.000000
volume_pad_0166	pad_0166	pad_bounds		aabb	-5096.000000	-707.000000	-4486.000000	-4896.000000	-507.000000	-4286.000000
volume_pad_0167	pad_0167	pad_bounds		aabb	-4793.000000	-707.000000	-4512.000000	-4593.000000	-507.000000	-4312.000000
volume_pad_0168	pad_0168	pad_bounds		aabb	-4773.000000	-707.000000	-4828.000000	-4573.000000	-507.000000	-4628.000000
volume_pad_0169	pad_0169	pad_bounds		aabb	-5323.000000	-707.000000	-4627.000000	-5123.000000	-507.000000	-4427.000000
volume_pad_0170	pad_0170	pad_bounds		aabb	-5300.000000	-707.000000	-4861.000000	-5100.000000	-507.000000	-4661.000000
volume_pad_0171	pad_0171	pad_bounds		aabb	-5668.000000	-707.000000	-4851.000000	-5468.000000	-507.000000	-4651.000000
volume_pad_0172	pad_0172	pad_bounds		aabb	-5662.000000	-707.000000	-4644.000000	-5462.000000	-507.000000	-4444.000000
volume_pad_0173	pad_0173	pad_bounds		aabb	-5658.000000	-707.000000	-4252.000000	-5458.000000	-507.000000	-4052.000000
volume_pad_0174	pad_0174	pad_bounds		aabb	-5504.000000	-707.000000	-3774.000000	-5304.000000	-507.000000	-3574.000000
volume_pad_0175	pad_0175	pad_bounds		aabb	-1364.000000	-571.000000	192.000000	-1164.000000	-371.000000	392.000000
volume_pad_0176	pad_0176	pad_bounds		aabb	-1160.000000	-571.000000	578.000000	-960.000000	-371.000000	778.000000
volume_pad_0177	pad_0177	pad_bounds		aabb	-1310.000000	-707.000000	-496.000000	-1110.000000	-507.000000	-296.000000
volume_pad_0178	pad_0178	pad_bounds		aabb	-701.000000	-707.000000	-1253.000000	-501.000000	-507.000000	-1053.000000
volume_pad_0179	pad_0179	pad_bounds		aabb	1.000000	-707.000000	-475.000000	201.000000	-507.000000	-275.000000
volume_pad_0180	pad_0180	pad_bounds		aabb	673.000000	-707.000000	-1241.000000	873.000000	-507.000000	-1041.000000
volume_pad_0181	pad_0181	pad_bounds		aabb	1152.000000	-707.000000	-481.000000	1352.000000	-507.000000	-281.000000
volume_pad_0182	pad_0182	pad_bounds		aabb	-945.000000	-707.000000	1289.000000	-745.000000	-507.000000	1489.000000
volume_pad_0183	pad_0183	pad_bounds		aabb	42.000000	-707.000000	1310.000000	242.000000	-507.000000	1510.000000
volume_pad_0184	pad_0184	pad_bounds		aabb	1193.000000	-707.000000	1304.000000	1393.000000	-507.000000	1504.000000
volume_pad_0185	pad_0185	pad_bounds		aabb	1374.000000	-707.000000	1272.000000	1574.000000	-507.000000	1472.000000
volume_pad_0186	pad_0186	pad_bounds		aabb	-945.000000	-707.000000	-83.000000	-745.000000	-507.000000	117.000000
volume_pad_0187	pad_0187	pad_bounds		aabb	-5500.000000	-707.000000	-3563.000000	-5300.000000	-507.000000	-3363.000000
volume_pad_0188	pad_0188	pad_bounds		aabb	-5500.000000	-707.000000	-3173.000000	-5300.000000	-507.000000	-2973.000000
volume_pad_0189	pad_0189	pad_bounds		aabb	-2828.000000	-707.000000	-2611.000000	-2628.000000	-507.000000	-2411.000000
volume_pad_0190	pad_0190	pad_bounds		aabb	-1623.000000	-707.000000	-2448.000000	-1423.000000	-507.000000	-2248.000000
volume_pad_0191	pad_0191	pad_bounds		aabb	-2117.000000	-707.000000	-3297.000000	-1917.000000	-507.000000	-3097.000000
volume_pad_0192	pad_0192	pad_bounds		aabb	-2117.000000	-707.000000	-3562.000000	-1917.000000	-507.000000	-3362.000000
volume_pad_0193	pad_0193	pad_bounds		aabb	-1612.000000	-707.000000	-4422.000000	-1412.000000	-507.000000	-4222.000000
volume_pad_0194	pad_0194	pad_bounds		aabb	-2892.000000	-707.000000	-4268.000000	-2692.000000	-507.000000	-4068.000000
volume_pad_0195	pad_0195	pad_bounds		aabb	-1170.000000	-707.000000	-4426.000000	-970.000000	-507.000000	-4226.000000
volume_pad_0196	pad_0196	pad_bounds		aabb	-1140.000000	-707.000000	-3932.000000	-940.000000	-507.000000	-3732.000000
volume_pad_0197	pad_0197	pad_bounds		aabb	-176.000000	-707.000000	-3940.000000	24.000000	-507.000000	-3740.000000
volume_pad_0198	pad_0198	pad_bounds		aabb	-191.000000	-707.000000	-4994.000000	9.000000	-507.000000	-4794.000000
volume_pad_0199	pad_0199	pad_bounds		aabb	-1170.000000	-707.000000	-4979.000000	-970.000000	-507.000000	-4779.000000
volume_pad_0200	pad_0200	pad_bounds		aabb	-1170.000000	-707.000000	-2474.000000	-970.000000	-507.000000	-2274.000000
volume_pad_0201	pad_0201	pad_bounds		aabb	-737.000000	-707.000000	-2959.000000	-537.000000	-507.000000	-2759.000000
volume_pad_0202	pad_0202	pad_bounds		aabb	-714.000000	-707.000000	-1852.000000	-514.000000	-507.000000	-1652.000000
volume_pad_0203	pad_0203	pad_bounds		aabb	191.000000	-707.000000	-3930.000000	391.000000	-507.000000	-3730.000000
volume_pad_0204	pad_0204	pad_bounds		aabb	1028.000000	-707.000000	-3698.000000	1228.000000	-507.000000	-3498.000000
volume_pad_0205	pad_0205	pad_bounds		aabb	161.000000	-707.000000	-3661.000000	361.000000	-507.000000	-3461.000000
volume_pad_0206	pad_0206	pad_bounds		aabb	161.000000	-707.000000	-2659.000000	361.000000	-507.000000	-2459.000000
volume_pad_0207	pad_0207	pad_bounds		aabb	1043.000000	-707.000000	-2651.000000	1243.000000	-507.000000	-2451.000000
volume_pad_0208	pad_0208	pad_bounds		aabb	1043.000000	-707.000000	-3519.000000	1243.000000	-507.000000	-3319.000000
volume_pad_0209	pad_0209	pad_bounds		aabb	617.000000	-707.000000	-2038.000000	817.000000	-507.000000	-1838.000000
volume_pad_0210	pad_0210	pad_bounds		aabb	1613.000000	-565.000000	-3490.000000	1813.000000	-365.000000	-3290.000000
volume_pad_0211	pad_0211	pad_bounds		aabb	1613.000000	-565.000000	-2685.000000	1813.000000	-365.000000	-2485.000000
volume_pad_0212	pad_0212	pad_bounds		aabb	1613.000000	-365.000000	-1543.000000	1813.000000	-165.000000	-1343.000000
volume_pad_0213	pad_0213	pad_bounds		aabb	-4197.000000	-707.000000	-2289.000000	-3997.000000	-507.000000	-2089.000000
volume_pad_0214	pad_0214	pad_bounds		aabb	1005.000000	67.000000	1522.000000	1205.000000	267.000000	1722.000000
volume_pad_0215	pad_0215	pad_bounds		aabb	1005.000000	67.000000	1408.000000	1205.000000	267.000000	1608.000000
volume_pad_0216	pad_0216	pad_bounds		aabb	-37.000000	67.000000	1408.000000	163.000000	267.000000	1608.000000
volume_pad_0217	pad_0217	pad_bounds		aabb	-37.000000	67.000000	1522.000000	163.000000	267.000000	1722.000000
volume_pad_0218	pad_0218	pad_bounds		aabb	697.000000	67.000000	1691.000000	897.000000	267.000000	1891.000000
volume_pad_0219	pad_0219	pad_bounds		aabb	494.000000	67.000000	1691.000000	694.000000	267.000000	1891.000000
volume_pad_0220	pad_0220	pad_bounds		aabb	304.000000	67.000000	1691.000000	504.000000	267.000000	1891.000000
volume_pad_0221	pad_0221	pad_bounds		aabb	697.000000	67.000000	1314.000000	897.000000	267.000000	1514.000000
