volume_id	pad_ref	kind	room_ref	shape	min_x	min_y	min_z	max_x	max_y	max_z
volume_pad_0017	pad_0017	pad_bounds		aabb	-1650.000000	-23.000000	1467.000000	-1450.000000	177.000000	1667.000000
volume_pad_0018	pad_0018	pad_bounds		aabb	-1957.000000	-265.000000	-696.000000	-1757.000000	-65.000000	-496.000000
volume_pad_0019	pad_0019	pad_bounds		aabb	-1951.000000	-265.000000	63.000000	-1751.000000	-65.000000	263.000000
volume_pad_0020	pad_0020	pad_bounds		aabb	-1952.000000	-265.000000	1696.000000	-1752.000000	-65.000000	1896.000000
volume_pad_0021	pad_0021	pad_bounds		aabb	-1954.000000	-265.000000	-84.000000	-1754.000000	-65.000000	116.000000
volume_pad_0022	pad_0022	pad_bounds		aabb	-1957.000000	-265.000000	-841.000000	-1757.000000	-65.000000	-641.000000
volume_pad_0023	pad_0023	pad_bounds		aabb	-1957.000000	-265.000000	-494.000000	-1757.000000	-65.000000	-294.000000
volume_pad_0024	pad_0024	pad_bounds		aabb	-1547.000000	-265.000000	62.000000	-1347.000000	-65.000000	262.000000
volume_pad_0025	pad_0025	pad_bounds		aabb	-1708.000000	-265.000000	64.000000	-1508.000000	-65.000000	264.000000
volume_pad_0026	pad_0026	pad_bounds		aabb	-1354.000000	-265.000000	64.000000	-1154.000000	-65.000000	264.000000
volume_pad_0027	pad_0027	pad_bounds		aabb	-44.000000	-265.000000	60.000000	156.000000	-65.000000	260.000000
volume_pad_0028	pad_0028	pad_bounds		aabb	1270.000000	-23.000000	192.000000	1470.000000	177.000000	392.000000
volume_pad_0029	pad_0029	pad_bounds		aabb	1461.000000	-23.000000	505.000000	1661.000000	177.000000	705.000000
volume_pad_0030	pad_0030	pad_bounds		aabb	1264.000000	-23.000000	-312.000000	1464.000000	177.000000	-112.000000
volume_pad_0031	pad_0031	pad_bounds		aabb	1083.000000	-23.000000	-850.000000	1283.000000	177.000000	-650.000000
volume_pad_0032	pad_0032	pad_bounds		aabb	1365.000000	-23.000000	-1038.000000	1565.000000	177.000000	-838.000000
volume_pad_0033	pad_0033	pad_bounds		aabb	1100.000000	-23.000000	-1042.000000	1300.000000	177.000000	-842.000000
volume_pad_0034	pad_0034	pad_bounds		aabb	1095.000000	-23.000000	-1334.000000	1295.000000	177.000000	-1134.000000
volume_pad_0035	pad_0035	pad_bounds		aabb	820.000000	-23.000000	-1104.000000	1020.000000	177.000000	-904.000000
volume_pad_0036	pad_0036	pad_bounds		aabb	818.000000	-23.000000	-1339.000000	1018.000000	177.000000	-1139.000000
volume_pad_0037	pad_0037	pad_bounds		aabb	1198.000000	-23.000000	-1498.000000	1398.000000	177.000000	-1298.000000
volume_pad_0038	pad_0038	pad_bounds		aabb	1434.000000	-23.000000	-1494.000000	1634.000000	177.000000	-1294.000000
volume_pad_0039	pad_0039	pad_bounds		aabb	-101.000000	-23.000000	-88.000000	99.000000	177.000000	112.000000
volume_pad_0040	pad_0040	pad_bounds		aabb	-84.000000	-23.000000	419.000000	116.000000	177.000000	619.000000
volume_pad_0041	pad_0041	pad_bounds		aabb	260.000000	-23.000000	187.000000	460.000000	177.000000	387.000000
volume_pad_0042	pad_0042	pad_bounds		aabb	925.000000	-23.000000	424.000000	1125.000000	177.000000	624.000000
volume_pad_0043	pad_0043	pad_bounds		aabb	908.000000	-23.000000	-82.000000	1108.000000	177.000000	118.000000
volume_pad_0044	pad_0044	pad_bounds		aabb	-1216.000000	-23.000000	756.000000	-1016.000000	177.000000	956.000000
volume_pad_0045	pad_0045	pad_bounds		aabb	-956.000000	-23.000000	441.000000	-756.000000	177.000000	641.000000
volume_pad_0046	pad_0046	pad_bounds		aabb	-1476.000000	-23.000000	240.000000	-1276.000000	177.000000	440.000000
volume_pad_0047	pad_0047	pad_bounds		aabb	-972.000000	-23.000000	-5.000000	-772.000000	177.000000	195.000000
volume_pad_0048	pad_0048	pad_bounds		aabb	-611.000000	-23.000000	210.000000	-411.000000	177.000000	410.000000
volume_pad_0049	pad_0049	pad_bounds		aabb	-597.000000	-23.000000	-88.000000	-397.000000	177.000000	112.000000
volume_pad_0050	pad_0050	pad_bounds		aabb	-817.000000	-23.000000	2090.000000	-617.000000	177.000000	2290.000000
volume_pad_0051	pad_0051	pad_bounds		aabb	-958.000000	-23.000000	2056.000000	-758.000000	177.000000	2256.000000
volume_pad_0052	pad_0052	pad_bounds		aabb	-959.000000	-23.000000	1463.000000	-759.000000	177.000000	1663.000000
volume_pad_0053	pad_0053	pad_bounds		aabb	-965.000000	-23.000000	1746.000000	-765.000000	177.000000	1946.000000
volume_pad_0054	pad_0054	pad_bounds		aabb	-1317.000000	-23.000000	1900.000000	-1117.000000	177.000000	2100.000000
volume_pad_0055	pad_0055	pad_bounds		aabb	-1459.000000	-23.000000	1478.000000	-1259.000000	177.000000	1678.000000
volume_pad_0056	pad_0056	pad_bounds		aabb	-1458.000000	-23.000000	856.000000	-1258.000000	177.000000	1056.000000
volume_pad_0057	pad_0057	pad_bounds		aabb	-959.000000	-23.000000	856.000000	-759.000000	177.000000	1056.000000
volume_pad_0058	pad_0058	pad_bounds		aabb	-1317.000000	-23.000000	1478.000000	-1117.000000	177.000000	1678.000000
volume_pad_0059	pad_0059	pad_bounds		aabb	-1317.000000	-23.000000	856.000000	-1117.000000	177.000000	1056.000000
volume_pad_0060	pad_0060	pad_bounds		aabb	-1080.000000	-23.000000	856.000000	-880.000000	177.000000	1056.000000
volume_pad_0061	pad_0061	pad_bounds		aabb	-1080.000000	-23.000000	1463.000000	-880.000000	177.000000	1663.000000
volume_pad_0062	pad_0062	pad_bounds		aabb	-1080.000000	-23.000000	1746.000000	-880.000000	177.000000	1946.000000
volume_pad_0063	pad_0063	pad_bounds		aabb	-1080.000000	-23.000000	2056.000000	-880.000000	177.000000	2256.000000
volume_pad_0064	pad_0064	pad_bounds		aabb	-1115.000000	7.000000	2450.000000	-915.000000	207.000000	2650.000000
volume_pad_0065	pad_0065	pad_bounds		aabb	719.000000	-23.000000	988.000000	919.000000	177.000000	1188.000000
volume_pad_0066	pad_0066	pad_bounds		aabb	174.000000	-23.000000	1015.000000	374.000000	177.000000	1215.000000
volume_pad_0067	pad_0067	pad_bounds		aabb	166.000000	-23.000000	1444.000000	366.000000	177.000000	1644.000000
volume_pad_0068	pad_0068	pad_bounds		aabb	-172.000000	-23.000000	-834.000000	28.000000	177.000000	-634.000000
volume_pad_0069	pad_0069	pad_bounds		aabb	944.000000	-23.000000	-837.000000	1144.000000	177.000000	-637.000000
volume_pad_0070	pad_0070	pad_bounds		aabb	-484.000000	-23.000000	-841.000000	-284.000000	177.000000	-641.000000
volume_pad_0071	pad_0071	pad_bounds		aabb	-1486.000000	-23.000000	-841.000000	-1286.000000	177.000000	-641.000000
volume_pad_0072	pad_0072	pad_bounds		aabb	2763.000000	-23.000000	-1472.000000	2963.000000	177.000000	-1272.000000
volume_pad_0073	pad_0073	pad_bounds		aabb	2489.000000	-23.000000	-1494.000000	2689.000000	177.000000	-1294.000000
volume_pad_0074	pad_0074	pad_bounds		aabb	2031.000000	-23.000000	-1511.000000	2231.000000	177.000000	-1311.000000
volume_pad_0075	pad_0075	pad_bounds		aabb	1735.000000	-23.000000	-1022.000000	1935.000000	177.000000	-822.000000
volume_pad_0076	pad_0076	pad_bounds		aabb	2020.000000	-23.000000	-1026.000000	2220.000000	177.000000	-826.000000
volume_pad_0077	pad_0077	pad_bounds		aabb	2477.000000	-23.000000	-1009.000000	2677.000000	177.000000	-809.000000
volume_pad_0078	pad_0078	pad_bounds		aabb	2516.000000	-23.000000	-705.000000	2716.000000	177.000000	-505.000000
volume_pad_0079	pad_0079	pad_bounds		aabb	2044.000000	-23.000000	804.000000	2244.000000	177.000000	1004.000000
volume_pad_0080	pad_0080	pad_bounds		aabb	1468.000000	-23.000000	788.000000	1668.000000	177.000000	988.000000
volume_pad_0081	pad_0081	pad_bounds		aabb	1423.000000	-23.000000	988.000000	1623.000000	177.000000	1188.000000
volume_pad_0082	pad_0082	pad_bounds		aabb	2035.000000	-23.000000	501.000000	2235.000000	177.000000	701.000000
volume_pad_0083	pad_0083	pad_bounds		aabb	2403.000000	138.000000	524.000000	2603.000000	338.000000	724.000000
volume_pad_0084	pad_0084	pad_bounds		aabb	2383.000000	98.000000	642.000000	2583.000000	298.000000	842.000000
volume_pad_0085	pad_0085	pad_bounds		aabb	2383.000000	367.000000	642.000000	2583.000000	567.000000	842.000000
volume_pad_0086	pad_0086	pad_bounds		aabb	2383.000000	397.000000	514.000000	2583.000000	597.000000	714.000000
volume_pad_0087	pad_0087	pad_bounds		aabb	2048.000000	228.000000	504.000000	2248.000000	428.000000	704.000000
volume_pad_0088	pad_0088	pad_bounds		aabb	2048.000000	258.000000	642.000000	2248.000000	458.000000	842.000000
volume_pad_0089	pad_0089	pad_bounds		aabb	2048.000000	540.000000	642.000000	2248.000000	740.000000	842.000000
volume_pad_0090	pad_0090	pad_bounds		aabb	2265.000000	-23.000000	788.000000	2465.000000	177.000000	988.000000
volume_pad_0091	pad_0091	pad_bounds		aabb	2482.000000	-23.000000	913.000000	2682.000000	177.000000	1113.000000
volume_pad_0092	pad_0092	pad_bounds		aabb	-817.000000	-103.000000	1817.000000	-617.000000	97.000000	2017.000000
volume_pad_0093	pad_0093	pad_bounds		aabb	-693.000000	-103.000000	1815.000000	-493.000000	97.000000	2015.000000
volume_pad_0094	pad_0094	pad_bounds		aabb	-339.000000	-103.000000	1808.000000	-139.000000	97.000000	2008.000000
volume_pad_0095	pad_0095	pad_bounds		aabb	-339.000000	-103.000000	2323.000000	-139.000000	97.000000	2523.000000
volume_pad_0096	pad_0096	pad_bounds		aabb	196.000000	-23.000000	2485.000000	396.000000	177.000000	2685.000000
volume_pad_0097	pad_0097	pad_bounds		aabb	-189.000000	-23.000000	2488.000000	11.000000	177.000000	2688.000000
volume_pad_0098	pad_0098	pad_bounds		aabb	407.000000	-23.000000	3105.000000	607.000000	177.000000	3305.000000
volume_pad_0099	pad_0099	pad_bounds		aabb	428.000000	-23.000000	3394.000000	628.000000	177.000000	3594.000000
volume_pad_0100	pad_0100	pad_bounds		aabb	967.000000	-23.000000	3386.000000	1167.000000	177.000000	3586.000000
volume_pad_0101	pad_0101	pad_bounds		aabb	193.000000	-23.000000	2358.000000	393.000000	177.000000	2558.000000
volume_pad_0102	pad_0102	pad_bounds		aabb	397.000000	-23.000000	2413.000000	597.000000	177.000000	2613.000000
volume_pad_0103	pad_0103	pad_bounds		aabb	183.000000	-23.000000	765.000000	383.000000	177.000000	965.000000
volume_pad_0104	pad_0104	pad_bounds		aabb	-619.000000	-23.000000	-302.000000	-419.000000	177.000000	-102.000000
volume_pad_0105	pad_0105	pad_bounds		aabb	-616.000000	-23.000000	-495.000000	-416.000000	177.000000	-295.000000
volume_pad_0106	pad_0106	pad_bounds		aabb	5.000000	-323.000000	-484.000000	205.000000	-123.000000	-284.000000
volume_pad_0107	pad_0107	pad_bounds		aabb	4.000000	-323.000000	-309.000000	204.000000	-123.000000	-109.000000
volume_pad_0108	pad_0108	pad_bounds		aabb	-608.000000	-532.000000	-497.000000	-408.000000	-332.000000	-297.000000
volume_pad_0109	pad_0109	pad_bounds		aabb	-608.000000	-532.000000	-305.000000	-408.000000	-332.000000	-105.000000
volume_pad_0110	pad_0110	pad_bounds		aabb	-37.000000	-734.000000	-484.000000	163.000000	-534.000000	-284.000000
volume_pad_0111	pad_0111	pad_bounds		aabb	-39.000000	-734.000000	-309.000000	161.000000	-534.000000	-109.000000
volume_pad_0112	pad_0112	pad_bounds		aabb	-166.000000	-734.000000	-309.000000	34.000000	-534.000000	-109.000000
volume_pad_0113	pad_0113	pad_bounds		aabb	-166.000000	-734.000000	-134.000000	34.000000	-534.000000	66.000000
volume_pad_0114	pad_0114	pad_bounds		aabb	-186.000000	-734.000000	111.000000	14.000000	-534.000000	311.000000
volume_pad_0115	pad_0115	pad_bounds		aabb	-166.000000	-734.000000	626.000000	34.000000	-534.000000	826.000000
volume_pad_0116	pad_0116	pad_bounds		aabb	-186.000000	-734.000000	1086.000000	14.000000	-534.000000	1286.000000
volume_pad_0117	pad_0117	pad_bounds		aabb	148.000000	-734.000000	617.000000	348.000000	-534.000000	817.000000
volume_pad_0118	pad_0118	pad_bounds		aabb	1225.000000	-734.000000	589.000000	1425.000000	-534.000000	789.000000
volume_pad_0119	pad_0119	pad_bounds		aabb	-147.000000	-734.000000	921.000000	53.000000	-534.000000	1121.000000
volume_pad_0120	pad_0120	pad_bounds		aabb	1223.000000	-734.000000	915.000000	1423.000000	-534.000000	1115.000000
volume_pad_0121	pad_0121	pad_bounds		aabb	415.000000	-734.000000	891.000000	615.000000	-534.000000	1091.000000
volume_pad_0122	pad_0122	pad_bounds		aabb	395.000000	-734.000000	628.000000	595.000000	-534.000000	828.000000
volume_pad_0123	pad_0123	pad_bounds		aabb	702.000000	-734.000000	889.000000	902.000000	-534.000000	1089.000000
volume_pad_0124	pad_0124	pad_bounds		aabb	681.000000	-734.000000	626.000000	881.000000	-534.000000	826.000000
volume_pad_0125	pad_0125	pad_bounds		aabb	933.000000	-734.000000	613.000000	1133.000000	-534.000000	813.000000
volume_pad_0126	pad_0126	pad_bounds		aabb	954.000000	-734.000000	876.000000	1154.000000	-534.000000	1076.000000
volume_pad_0127	pad_0127	pad_bounds		aabb	1232.000000	-734.000000	54.000000	1432.000000	-534.000000	254.000000
volume_pad_0128	pad_0128	pad_bounds		aabb	1014.000000	-734.000000	50.000000	1214.000000	-534.000000	250.000000
volume_pad_0129	pad_0129	pad_bounds		aabb	705.000000	-734.000000	226.000000	905.000000	-534.000000	426.000000
volume_pad_0130	pad_0130	pad_bounds		aabb	-128.000000	-734.000000	1309.000000	72.000000	-534.000000	1509.000000
volume_pad_0131	pad_0131	pad_bounds		aabb	680.000000	-734.000000	1309.000000	880.000000	-534.000000	1509.000000
volume_pad_0132	pad_0132	pad_bounds		aabb	680.000000	-734.000000	1521.000000	880.000000	-534.000000	1721.000000
volume_pad_0133	pad_0133	pad_bounds		aabb	919.000000	-734.000000	1309.000000	1119.000000	-534.000000	1509.000000
volume_pad_0134	pad_0134	pad_bounds		aabb	919.000000	-734.000000	1521.000000	1119.000000	-534.000000	1721.000000
volume_pad_0135	pad_0135	pad_bounds		aabb	1204.000000	-734.000000	1521.000000	1404.000000	-534.000000	1721.000000
volume_pad_0136	pad_0136	pad_bounds		aabb	1204.000000	-734.000000	1309.000000	1404.000000	-534.000000	1509.000000
volume_pad_0137	pad_0137	pad_bounds		aabb	-544.000000	-734.000000	1324.000000	-344.000000	-534.000000	1524.000000
volume_pad_0138	pad_0138	pad_bounds		aabb	-535.000000	-734.000000	1530.000000	-335.000000	-534.000000	1730.000000
volume_pad_0139	pad_0139	pad_bounds		aabb	-867.000000	-734.000000	1315.000000	-667.000000	-534.000000	1515.000000
volume_pad_0140	pad_0140	pad_bounds		aabb	-858.000000	-734.000000	1521.000000	-658.000000	-534.000000	1721.000000
volume_pad_0141	pad_0141	pad_bounds		aabb	-545.000000	-734.000000	762.000000	-345.000000	-534.000000	962.000000
volume_pad_0142	pad_0142	pad_bounds		aabb	-554.000000	-734.000000	556.000000	-354.000000	-534.000000	756.000000
volume_pad_0143	pad_0143	pad_bounds		aabb	-867.000000	-734.000000	753.000000	-667.000000	-534.000000	953.000000
volume_pad_0144	pad_0144	pad_bounds		aabb	-876.000000	-734.000000	547.000000	-676.000000	-534.000000	747.000000
volume_pad_0145	pad_0145	pad_bounds		aabb	-979.000000	-734.000000	416.000000	-779.000000	-534.000000	616.000000
volume_pad_0146	pad_0146	pad_bounds		aabb	-531.000000	-734.000000	422.000000	-331.000000	-534.000000	622.000000
volume_pad_0147	pad_0147	pad_bounds		aabb	142.000000	-734.000000	396.000000	342.000000	-534.000000	596.000000
volume_pad_0148	pad_0148	pad_bounds		aabb	-175.000000	-734.000000	445.000000	25.000000	-534.000000	645.000000
volume_pad_0149	pad_0149	pad_bounds		aabb	-1262.000000	-734.000000	432.000000	-1062.000000	-534.000000	632.000000
volume_pad_0150	pad_0150	pad_bounds		aabb	-1261.000000	-734.000000	1055.000000	-1061.000000	-534.000000	1255.000000
volume_pad_0151	pad_0151	pad_bounds		aabb	-890.000000	-734.000000	1077.000000	-690.000000	-534.000000	1277.000000
volume_pad_0152	pad_0152	pad_bounds		aabb	-1047.000000	-734.000000	1251.000000	-847.000000	-534.000000	1451.000000
volume_pad_0153	pad_0153	pad_bounds		aabb	-1285.000000	-734.000000	1235.000000	-1085.000000	-534.000000	1435.000000
volume_pad_0154	pad_0154	pad_bounds		aabb	-1260.000000	-734.000000	1561.000000	-1060.000000	-534.000000	1761.000000
volume_pad_0155	pad_0155	pad_bounds		aabb	-1918.000000	-363.000000	-1200.000000	-1718.000000	-163.000000	-1000.000000
volume_pad_0156	pad_0156	pad_bounds		aabb	-1988.000000	-363.000000	-1200.000000	-1788.000000	-163.000000	-1000.000000
volume_pad_0157	pad_0157	pad_bounds		aabb	-1845.000000	-363.000000	-1200.000000	-1645.000000	-163.000000	-1000.000000
volume_pad_0158	pad_0158	pad_bounds		aabb	-2059.000000	-363.000000	-1200.000000	-1859.000000	-163.000000	-1000.000000
volume_pad_0159	pad_0159	pad_bounds		aabb	-2059.000000	-200.000000	-1200.000000	-1859.000000	0.000000	-1000.000000
volume_pad_0160	pad_0160	pad_bounds		aabb	-1845.000000	-200.000000	-1200.000000	-1645.000000	0.000000	-1000.000000
volume_pad_0161	pad_0161	pad_bounds		aabb	-1988.000000	-200.000000	-1200.000000	-1788.000000	0.000000	-1000.000000
volume_pad_0162	pad_0162	pad_bounds		aabb	-1918.000000	-200.000000	-1200.000000	-1718.000000	0.000000	-1000.000000
volume_pad_0163	pad_0163	pad_bounds		aabb	-1512.000000	-175.000000	1830.000000	-1312.000000	25.000000	2030.000000
volume_pad_0164	pad_0164	pad_bounds		aabb	-49.000000	-85.000000	90.000000	151.000000	115.000000	290.000000
volume_pad_0165	pad_0165	pad_bounds		aabb	1230.000000	-23.000000	-1363.000000	1430.000000	177.000000	-1163.000000
volume_pad_0166	pad_0166	pad_bounds		aabb	1478.000000	-187.000000	-705.000000	1678.000000	13.000000	-505.000000
volume_pad_0167	pad_0167	pad_bounds		aabb	2560.000000	-23.000000	-1464.000000	2760.000000	177.000000	-1264.000000
volume_pad_0168	pad_0168	pad_bounds		aabb	2560.000000	-23.000000	-1614.000000	2760.000000	177.000000	-1414.000000
volume_pad_0169	pad_0169	pad_bounds		aabb	-389.000000	-23.000000	2448.000000	-189.000000	177.000000	2648.000000
volume_pad_0170	pad_0170	pad_bounds		aabb	-289.000000	-23.000000	2488.000000	-89.000000	177.000000	2688.000000
volume_pad_0171	pad_0171	pad_bounds		aabb	-809.000000	-23.000000	2053.000000	-609.000000	177.000000	2253.000000
volume_pad_0172	pad_0172	pad_bounds		aabb	-1459.000000	-23.000000	1478.000000	-1259.000000	177.000000	1678.000000
volume_pad_0173	pad_0173	pad_bounds		aabb	-959.000000	-23.000000	2078.000000	-759.000000	177.000000	2278.000000
volume_pad_0174	pad_0174	pad_bounds		aabb	-1939.000000	-286.000000	1491.000000	-1739.000000	-86.000000	1691.000000
volume_pad_0175	pad_0175	pad_bounds		aabb	-1599.000000	15.000000	191.000000	-1399.000000	215.000000	391.000000
volume_pad_0176	pad_0176	pad_bounds		aabb	-1918.000000	-85.000000	-1102.000000	-1718.000000	115.000000	-902.000000
volume_pad_0177	pad_0177	pad_bounds		aabb	-1617.000000	-50.000000	-844.000000	-1417.000000	150.000000	-644.000000
volume_pad_0178	pad_0178	pad_bounds		aabb	-150.000000	-85.000000	-92.000000	50.000000	115.000000	108.000000
volume_pad_0179	pad_0179	pad_bounds		aabb	1790.000000	-85.000000	1040.000000	1990.000000	115.000000	1240.000000
volume_pad_0180	pad_0180	pad_bounds		aabb	2497.000000	-85.000000	938.000000	2697.000000	115.000000	1138.000000
volume_pad_0181	pad_0181	pad_bounds		aabb	2042.000000	500.000000	634.000000	2242.000000	700.000000	834.000000
volume_pad_0182	pad_0182	pad_bounds		aabb	2105.000000	258.000000	543.000000	2305.000000	458.000000	743.000000
volume_pad_0183	pad_0183	pad_bounds		aabb	2049.000000	-23.000000	470.000000	2249.000000	177.000000	670.000000
volume_pad_0184	pad_0184	pad_bounds		aabb	-763.000000	-85.000000	1488.000000	-563.000000	115.000000	1688.000000
volume_pad_0185	pad_0185	pad_bounds		aabb	153.000000	-85.000000	1264.000000	353.000000	115.000000	1464.000000
volume_pad_0186	pad_0186	pad_bounds		aabb	150.000000	-85.000000	1118.000000	350.000000	115.000000	1318.000000
volume_pad_0187	pad_0187	pad_bounds		aabb	2127.000000	-85.000000	-1612.000000	2327.000000	115.000000	-1412.000000
volume_pad_0188	pad_0188	pad_bounds		aabb	2700.000000	-23.000000	-1604.000000	2900.000000	177.000000	-1404.000000
volume_pad_0189	pad_0189	pad_bounds		aabb	2650.000000	-23.000000	-1354.000000	2850.000000	177.000000	-1154.000000
volume_pad_0190	pad_0190	pad_bounds		aabb	2690.000000	-23.000000	-954.000000	2890.000000	177.000000	-754.000000
volume_pad_0191	pad_0191	pad_bounds		aabb	2030.000000	-85.000000	-1620.000000	2230.000000	115.000000	-1420.000000
volume_pad_0192	pad_0192	pad_bounds		aabb	1095.000000	-23.000000	-1339.000000	1295.000000	177.000000	-1139.000000
volume_pad_0193	pad_0193	pad_bounds		aabb	817.000000	-23.000000	-428.000000	1017.000000	177.000000	-228.000000
volume_pad_0194	pad_0194	pad_bounds		aabb	-953.000000	-23.000000	-305.000000	-753.000000	177.000000	-105.000000
volume_pad_0195	pad_0195	pad_bounds		aabb	825.000000	-23.000000	-1128.000000	1025.000000	177.000000	-928.000000
volume_pad_0196	pad_0196	pad_bounds		aabb	1025.000000	-23.000000	9.000000	1225.000000	177.000000	209.000000
volume_pad_0197	pad_0197	pad_bounds		aabb	885.000000	-23.000000	184.000000	1085.000000	177.000000	384.000000
volume_pad_0198	pad_0198	pad_bounds		aabb	1425.000000	-23.000000	124.000000	1625.000000	177.000000	324.000000
volume_pad_0199	pad_0199	pad_bounds		aabb	1225.000000	-23.000000	36.000000	1425.000000	177.000000	236.000000
volume_pad_0200	pad_0200	pad_bounds		aabb	-1324.000000	-88.000000	2477.000000	-1124.000000	112.000000	2677.000000
volume_pad_0201	pad_0201	pad_bounds		aabb	-1887.000000	-265.000000	-976.000000	-1687.000000	-65.000000	-776.000000
volume_pad_0202	pad_0202	pad_bounds		aabb	-1887.000000	-265.000000	-576.000000	-1687.000000	-65.000000	-376.000000
volume_pad_0203	pad_0203	pad_bounds		aabb	2383.000000	367.000000	642.000000	2583.000000	567.000000	842.000000
volume_pad_0204	pad_0204	pad_bounds		aabb	2363.000000	98.000000	622.000000	2563.000000	298.000000	822.000000
volume_pad_0205	pad_0205	pad_bounds		aabb	-40.000000	-734.000000	-104.000000	160.000000	-534.000000	96.000000
volume_pad_0206	pad_0206	pad_bounds		aabb	-285.000000	-734.000000	212.000000	-85.000000	-534.000000	412.000000
volume_pad_0207	pad_0207	pad_bounds		aabb	65.000000	-734.000000	-504.000000	265.000000	-534.000000	-304.000000
volume_pad_0208	pad_0208	pad_bounds		aabb	64.000000	-734.000000	-329.000000	264.000000	-534.000000	-129.000000
volume_pad_0209	pad_0209	pad_bounds		aabb	-186.000000	-734.000000	1086.000000	14.000000	-534.000000	1286.000000
volume_pad_0210	pad_0210	pad_bounds		aabb	2042.000000	500.000000	634.000000	2242.000000	700.000000	834.000000
volume_pad_0211	pad_0211	pad_bounds		aabb	1280.000000	100.000000	-1353.000000	1480.000000	300.000000	-1153.000000
volume_pad_0212	pad_0212	pad_bounds		aabb	1230.000000	100.000000	182.000000	1430.000000	300.000000	382.000000
volume_pad_0213	pad_0213	pad_bounds		aabb	185.000000	100.000000	182.000000	385.000000	300.000000	382.000000
volume_pad_0214	pad_0214	pad_bounds		aabb	-1115.000000	100.000000	182.000000	-915.000000	300.000000	382.000000
volume_pad_0215	pad_0215	pad_bounds		aabb	-1195.000000	50.000000	842.000000	-995.000000	250.000000	1042.000000
volume_pad_0216	pad_0216	pad_bounds		aabb	-1095.000000	100.000000	1942.000000	-895.000000	300.000000	2142.000000
volume_pad_0217	pad_0217	pad_bounds		aabb	-180.000000	100.000000	282.000000	20.000000	300.000000	482.000000
volume_pad_0218	pad_0218	pad_bounds		aabb	-1245.000000	100.000000	1967.000000	-1045.000000	300.000000	2167.000000
volume_pad_0219	pad_0219	pad_bounds		aabb	1380.000000	100.000000	-1358.000000	1580.000000	300.000000	-1158.000000
volume_pad_0220	pad_0220	pad_bounds		aabb	130.000000	100.000000	222.000000	330.000000	300.000000	422.000000
volume_pad_0221	pad_0221	pad_bounds		aabb	-230.000000	100.000000	182.000000	-30.000000	300.000000	382.000000
volume_pad_0222	pad_0222	pad_bounds		aabb	1330.000000	100.000000	-1468.000000	1530.000000	300.000000	-1268.000000
volume_pad_0223	pad_0223	pad_bounds		aabb	-1131.000000	0.000000	107.000000	-931.000000	200.000000	307.000000
volume_pad_0224	pad_0224	pad_bounds		aabb	-1081.000000	100.000000	332.000000	-881.000000	300.000000	532.000000
volume_pad_0225	pad_0225	pad_bounds		aabb	1176.000000	600.000000	330.000000	1376.000000	800.000000	530.000000
volume_pad_0226	pad_0226	pad_bounds		aabb	1176.000000	900.000000	-3670.000000	1376.000000	1100.000000	-3470.000000
volume_pad_0227	pad_0227	pad_bounds		aabb	-404.000000	900.000000	-4130.000000	-204.000000	1100.000000	-3930.000000
