pad_id	room_ref	liftnum	flags	pos_x	pos_y	pos_z	up_x	up_y	up_z	look_x	look_y	look_z	bbox_xmin	bbox_xmax	bbox_ymin	bbox_ymax	bbox_zmin	bbox_zmax
pad_0042		0	0x00185	1025.000000	77.000000	524.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0043		0	0x01185	1008.000000	77.000000	18.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0044		0	0x00185	-1116.000000	77.000000	856.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0045		0	0x00185	-856.000000	77.000000	541.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0046		0	0x00185	-1376.000000	77.000000	340.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0047		0	0x00185	-872.000000	77.000000	95.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0048		0	0x00185	-511.000000	77.000000	310.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0049		0	0x01185	-497.000000	77.000000	12.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0050		0	0x01185	-717.000000	77.000000	2190.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0051		0	0x01185	-858.000000	77.000000	2156.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0052		0	0x01185	-859.000000	77.000000	1563.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0053		0	0x01185	-865.000000	77.000000	1846.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0054		0	0x00185	-1217.000000	77.000000	2000.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0055		0	0x01185	-1359.000000	77.000000	1578.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0056		0	0x01185	-1358.000000	77.000000	956.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0057		0	0x01185	-859.000000	77.000000	956.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0058		0	0x00185	-1217.000000	77.000000	1578.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0059		0	0x01185	-1217.000000	77.000000	956.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0060		0	0x01185	-980.000000	77.000000	956.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0061		0	0x00185	-980.000000	77.000000	1563.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0062		0	0x00185	-980.000000	77.000000	1846.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0063		0	0x00185	-980.000000	77.000000	2156.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0064		0	0x00185	-1015.000000	107.000000	2550.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0065		0	0x00185	819.000000	77.000000	1088.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0066		0	0x00185	274.000000	77.000000	1115.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0067		0	0x00185	266.000000	77.000000	1544.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0068		0	0x00185	-72.000000	77.000000	-734.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0069		0	0x01185	1044.000000	77.000000	-737.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0070		0	0x00185	-384.000000	77.000000	-741.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0071		0	0x01185	-1386.000000	77.000000	-741.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0072		0	0x00185	2863.000000	77.000000	-1372.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0073		0	0x00185	2589.000000	77.000000	-1394.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0074		0	0x00185	2131.000000	77.000000	-1411.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0075		0	0x00185	1835.000000	77.000000	-922.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0076		0	0x00185	2120.000000	77.000000	-926.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0077		0	0x00185	2577.000000	77.000000	-909.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0078		0	0x00185	2616.000000	77.000000	-605.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0079		0	0x01185	2144.000000	77.000000	904.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0080		0	0x00185	1568.000000	77.000000	888.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0081		0	0x00185	1523.000000	77.000000	1088.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0082		0	0x01185	2135.000000	77.000000	601.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0083		0	0x01185	2503.000000	238.000000	624.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0084		0	0x01185	2483.000000	198.000000	742.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0085		0	0x01185	2483.000000	467.000000	742.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0086		0	0x01185	2483.000000	497.000000	614.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0087		0	0x01185	2148.000000	328.000000	604.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0088		0	0x01185	2148.000000	358.000000	742.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0089		0	0x01185	2148.000000	640.000000	742.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0090		0	0x01185	2365.000000	77.000000	888.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0091		0	0x01185	2582.000000	77.000000	1013.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0092		0	0x01185	-717.000000	-3.000000	1917.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0093		0	0x01185	-593.000000	-3.000000	1915.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0094		0	0x01185	-239.000000	-3.000000	1908.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0095		0	0x01185	-239.000000	-3.000000	2423.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0096		0	0x01185	296.000000	77.000000	2585.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0097		0	0x01185	-89.000000	77.000000	2588.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0098		0	0x01185	507.000000	77.000000	3205.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0099		0	0x01185	528.000000	77.000000	3494.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0100		0	0x01185	1067.000000	77.000000	3486.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0101		0	0x01185	293.000000	77.000000	2458.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0102		0	0x01185	497.000000	77.000000	2513.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0103		0	0x00185	283.000000	77.000000	865.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0104		0	0x01185	-519.000000	77.000000	-202.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0105		0	0x01185	-516.000000	77.000000	-395.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0106		0	0x01185	105.000000	-223.000000	-384.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0107		0	0x01185	104.000000	-223.000000	-209.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0108		0	0x01185	-508.000000	-432.000000	-397.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0109		0	0x01185	-508.000000	-432.000000	-205.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0110		0	0x01185	63.000000	-634.000000	-384.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0111		0	0x01185	61.000000	-634.000000	-209.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0112		0	0x01185	-66.000000	-634.000000	-209.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0113		0	0x01185	-66.000000	-634.000000	-34.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0114		0	0x01185	-86.000000	-634.000000	211.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0115		0	0x00185	-66.000000	-634.000000	726.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0116		0	0x00185	-86.000000	-634.000000	1186.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0117		0	0x00185	248.000000	-634.000000	717.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0118		0	0x00185	1325.000000	-634.000000	689.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0119		0	0x00185	-47.000000	-634.000000	1021.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0120		0	0x00185	1323.000000	-634.000000	1015.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0121		0	0x00185	515.000000	-634.000000	991.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0122		0	0x00185	495.000000	-634.000000	728.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0123		0	0x00185	802.000000	-634.000000	989.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0124		0	0x00185	781.000000	-634.000000	726.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0125		0	0x00185	1033.000000	-634.000000	713.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0126		0	0x00185	1054.000000	-634.000000	976.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0127		0	0x00185	1332.000000	-634.000000	154.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0128		0	0x00185	1114.000000	-634.000000	150.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0129		0	0x00185	805.000000	-634.000000	326.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0130		0	0x00185	-28.000000	-634.000000	1409.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0131		0	0x00185	780.000000	-634.000000	1409.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0132		0	0x00185	780.000000	-634.000000	1621.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0133		0	0x00185	1019.000000	-634.000000	1409.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0134		0	0x00185	1019.000000	-634.000000	1621.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0135		0	0x00185	1304.000000	-634.000000	1621.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0136		0	0x00185	1304.000000	-634.000000	1409.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0137		0	0x00185	-444.000000	-634.000000	1424.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0138		0	0x00185	-435.000000	-634.000000	1630.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0139		0	0x00185	-767.000000	-634.000000	1415.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0140		0	0x00185	-758.000000	-634.000000	1621.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0141		0	0x00185	-445.000000	-634.000000	862.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0142		0	0x00185	-454.000000	-634.000000	656.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0143		0	0x00185	-767.000000	-634.000000	853.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0144		0	0x00185	-776.000000	-634.000000	647.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
pad_0145		0	0x00185	-879.000000	-634.000000	516.000000	0.000000	1.000000	0.000000	0.000000	0.000000	-1.000000	-100.000000	100.000000	-100.000000	100.000000	-100.000000	100.000000
