record_id	kind	field	type	value	catalog_id	ref_record_id
setup_0020	objective_complete_flags	objective_step.stage_flag	stage_flag_ref	stage_flag_0x00000040		
setup_0021	objective_fail_flags	command.order	s32	21		
setup_0021	objective_fail_flags	objective_step.stage_flag	stage_flag_ref	stage_flag_0x00800000		
setup_0022	objective_fail_flags	command.order	s32	22		
setup_0022	objective_fail_flags	objective_step.stage_flag	stage_flag_ref	stage_flag_0x00000100		
setup_0023	objective_end	command.order	s32	23		
setup_0024	objective_begin	command.order	s32	24		
setup_0024	objective_begin	objective.index	s32	4		
setup_0024	objective_begin	objective.text_token	u32_hex	0x0000320e		
setup_0024	objective_begin	objective.flags	s32	0		
setup_0024	objective_begin	objective.difficulty_mask	u32_hex	0x0000000f		
setup_0025	objective_complete_flags	command.order	s32	25		
setup_0025	objective_complete_flags	objective_step.stage_flag	stage_flag_ref	stage_flag_0x00000200		
setup_0026	objective_fail_flags	command.order	s32	26		
setup_0026	objective_fail_flags	objective_step.stage_flag	stage_flag_ref	stage_flag_0x00000008		
setup_0027	objective_fail_flags	command.order	s32	27		
setup_0027	objective_fail_flags	objective_step.stage_flag	stage_flag_ref	stage_flag_0x00000010		
setup_0028	objective_end	command.order	s32	28		
setup_0029	character_spawn	command.order	s32	29		
setup_0029	character_spawn	character.index	s32	0		
setup_0029	character_spawn	character.kind	s32	9		
setup_0029	character_spawn	character.spawn_flags	u32_hex	0x00010c00		
setup_0029	character_spawn	character.slot	s32	26		
setup_0029	character_spawn	character.pad	pad_ref	pad_0169		
setup_0029	character_spawn	character.body	body_catalog_id		base:ciaguy	
setup_0029	character_spawn	character.head	head_selector	random		
setup_0029	character_spawn	character.ai_list	ailist_ref	ailist_1049		
setup_0029	character_spawn	character.pad_preset	s32	65535		
setup_0029	character_spawn	character.character_preset	s32	65535		
setup_0029	character_spawn	character.hearing_scale	s32	1000		
setup_0029	character_spawn	character.view_distance	s32	6		
setup_0029	character_spawn	character.flags	u32_hex	0x80004000		
setup_0029	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0029	character_spawn	character.team	s32	32		
setup_0029	character_spawn	character.squadron	s32	0		
setup_0029	character_spawn	character.chair	s32	-1		
setup_0029	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0029	character_spawn	character.attitude	s32	0		
setup_0029	character_spawn	character.natural_animation	s32	0		
setup_0029	character_spawn	character.visible_yaw_angle	s32	0		
setup_0029	character_spawn	character.team_scan_distance	s32	0		
setup_0030	character_spawn	command.order	s32	30		
setup_0030	character_spawn	character.index	s32	0		
setup_0030	character_spawn	character.kind	s32	9		
setup_0030	character_spawn	character.spawn_flags	u32_hex	0x00000200		
setup_0030	character_spawn	character.slot	s32	0		
setup_0030	character_spawn	character.pad	pad_ref	pad_0170		
setup_0030	character_spawn	character.body	body_catalog_id		base:g5_guard	
setup_0030	character_spawn	character.head	head_selector	random		
setup_0030	character_spawn	character.ai_list	ailist_ref	ailist_1044		
setup_0030	character_spawn	character.pad_preset	s32	65535		
setup_0030	character_spawn	character.character_preset	s32	65535		
setup_0030	character_spawn	character.hearing_scale	s32	1000		
setup_0030	character_spawn	character.view_distance	s32	10		
setup_0030	character_spawn	character.flags	u32_hex	0xa0004408		
setup_0030	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0030	character_spawn	character.team	s32	32		
setup_0030	character_spawn	character.squadron	s32	0		
setup_0030	character_spawn	character.chair	s32	-1		
setup_0030	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0030	character_spawn	character.attitude	s32	0		
setup_0030	character_spawn	character.natural_animation	s32	0		
setup_0030	character_spawn	character.visible_yaw_angle	s32	0		
setup_0030	character_spawn	character.team_scan_distance	s32	0		
setup_0031	weapon_pickup	command.order	s32	31		
setup_0031	weapon_pickup	base.extra_scale	s32	256		
setup_0031	weapon_pickup	base.hidden2	s32	0		
setup_0031	weapon_pickup	base.model	model_catalog_id		base:model_chrcmp150	
setup_0031	weapon_pickup	base.pad	pad_ref	pad_0000		
setup_0031	weapon_pickup	base.flags	u32_hex	0x00004000		
setup_0031	weapon_pickup	base.flags2	u32_hex	0x00000000		
setup_0031	weapon_pickup	base.flags3	u32_hex	0x00000000		
setup_0031	weapon_pickup	base.rotation[0][0]	f32	0		
setup_0031	weapon_pickup	base.rotation[0][1]	f32	0		
setup_0031	weapon_pickup	base.rotation[0][2]	f32	0		
setup_0031	weapon_pickup	base.rotation[1][0]	f32	0		
setup_0031	weapon_pickup	base.rotation[1][1]	f32	0		
setup_0031	weapon_pickup	base.rotation[1][2]	f32	0		
setup_0031	weapon_pickup	base.rotation[2][0]	f32	0		
setup_0031	weapon_pickup	base.rotation[2][1]	f32	0		
setup_0031	weapon_pickup	base.rotation[2][2]	f32	0		
setup_0031	weapon_pickup	base.hidden	u32_hex	0x00000000		
setup_0031	weapon_pickup	base.damage	s32	0		
setup_0031	weapon_pickup	base.max_damage	s32	1000		
setup_0031	weapon_pickup	base.shade_color[0]	s32	0		
setup_0031	weapon_pickup	base.shade_color[1]	s32	0		
setup_0031	weapon_pickup	base.shade_color[2]	s32	0		
setup_0031	weapon_pickup	base.shade_color[3]	s32	0		
setup_0031	weapon_pickup	base.next_color[0]	s32	0		
setup_0031	weapon_pickup	base.next_color[1]	s32	0		
setup_0031	weapon_pickup	base.next_color[2]	s32	0		
setup_0031	weapon_pickup	base.next_color[3]	s32	0		
setup_0031	weapon_pickup	base.floor_color	s32	4095		
setup_0031	weapon_pickup	base.geo_count	s32	0		
setup_0031	weapon_pickup	pickup.weapon	weapon_catalog_id		base:cmp150	
setup_0031	weapon_pickup	pickup.unknown_5d	s32	0		
setup_0031	weapon_pickup	pickup.unknown_5e	s32	0		
setup_0031	weapon_pickup	pickup.fire_mode	s32	0		
setup_0031	weapon_pickup	pickup.fadeout_timer60	s32	0		
setup_0031	weapon_pickup	pickup.dual_weapon	weapon_selector	none		
setup_0031	weapon_pickup	pickup.team_or_timer240	s32	-1		
setup_0032	character_spawn	command.order	s32	32		
setup_0032	character_spawn	character.index	s32	0		
setup_0032	character_spawn	character.kind	s32	9		
setup_0032	character_spawn	character.spawn_flags	u32_hex	0x000000c0		
setup_0032	character_spawn	character.slot	s32	23		
setup_0032	character_spawn	character.pad	pad_ref	pad_0171		
setup_0032	character_spawn	character.body	body_catalog_id		base:fbiguy	
setup_0032	character_spawn	character.head	head_selector	random		
setup_0032	character_spawn	character.ai_list	ailist_ref	ailist_1041		
setup_0032	character_spawn	character.pad_preset	s32	65535		
setup_0032	character_spawn	character.character_preset	s32	65535		
setup_0032	character_spawn	character.hearing_scale	s32	800		
setup_0032	character_spawn	character.view_distance	s32	30		
setup_0032	character_spawn	character.flags	u32_hex	0x8000a000		
setup_0032	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0032	character_spawn	character.team	s32	32		
setup_0032	character_spawn	character.squadron	s32	0		
setup_0032	character_spawn	character.chair	s32	-1		
setup_0032	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0032	character_spawn	character.attitude	s32	0		
setup_0032	character_spawn	character.natural_animation	s32	0		
setup_0032	character_spawn	character.visible_yaw_angle	s32	0		
setup_0032	character_spawn	character.team_scan_distance	s32	0		
setup_0033	character_spawn	command.order	s32	33		
setup_0033	character_spawn	character.index	s32	0		
setup_0033	character_spawn	character.kind	s32	9		
setup_0033	character_spawn	character.spawn_flags	u32_hex	0x00000200		
setup_0033	character_spawn	character.slot	s32	1		
setup_0033	character_spawn	character.pad	pad_ref	pad_0172		
setup_0033	character_spawn	character.body	body_catalog_id		base:g5_guard	
setup_0033	character_spawn	character.head	head_selector	random		
setup_0033	character_spawn	character.ai_list	ailist_ref	ailist_1045		
setup_0033	character_spawn	character.pad_preset	s32	65535		
setup_0033	character_spawn	character.character_preset	s32	65535		
setup_0033	character_spawn	character.hearing_scale	s32	1000		
setup_0033	character_spawn	character.view_distance	s32	10		
setup_0033	character_spawn	character.flags	u32_hex	0xa0004408		
setup_0033	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0033	character_spawn	character.team	s32	32		
setup_0033	character_spawn	character.squadron	s32	1		
setup_0033	character_spawn	character.chair	s32	-1		
setup_0033	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0033	character_spawn	character.attitude	s32	0		
setup_0033	character_spawn	character.natural_animation	s32	0		
setup_0033	character_spawn	character.visible_yaw_angle	s32	0		
setup_0033	character_spawn	character.team_scan_distance	s32	0		
setup_0034	weapon_pickup	command.order	s32	34		
setup_0034	weapon_pickup	base.extra_scale	s32	256		
setup_0034	weapon_pickup	base.hidden2	s32	0		
setup_0034	weapon_pickup	base.model	model_catalog_id		base:model_chrcmp150	
setup_0034	weapon_pickup	base.pad	pad_ref	pad_0001		
setup_0034	weapon_pickup	base.flags	u32_hex	0x00004000		
setup_0034	weapon_pickup	base.flags2	u32_hex	0x00000000		
setup_0034	weapon_pickup	base.flags3	u32_hex	0x00000000		
setup_0034	weapon_pickup	base.rotation[0][0]	f32	0		
setup_0034	weapon_pickup	base.rotation[0][1]	f32	0		
setup_0034	weapon_pickup	base.rotation[0][2]	f32	0		
setup_0034	weapon_pickup	base.rotation[1][0]	f32	0		
setup_0034	weapon_pickup	base.rotation[1][1]	f32	0		
setup_0034	weapon_pickup	base.rotation[1][2]	f32	0		
setup_0034	weapon_pickup	base.rotation[2][0]	f32	0		
setup_0034	weapon_pickup	base.rotation[2][1]	f32	0		
setup_0034	weapon_pickup	base.rotation[2][2]	f32	0		
setup_0034	weapon_pickup	base.hidden	u32_hex	0x00000000		
setup_0034	weapon_pickup	base.damage	s32	0		
setup_0034	weapon_pickup	base.max_damage	s32	1000		
setup_0034	weapon_pickup	base.shade_color[0]	s32	0		
setup_0034	weapon_pickup	base.shade_color[1]	s32	0		
setup_0034	weapon_pickup	base.shade_color[2]	s32	0		
setup_0034	weapon_pickup	base.shade_color[3]	s32	0		
setup_0034	weapon_pickup	base.next_color[0]	s32	0		
setup_0034	weapon_pickup	base.next_color[1]	s32	0		
setup_0034	weapon_pickup	base.next_color[2]	s32	0		
setup_0034	weapon_pickup	base.next_color[3]	s32	0		
setup_0034	weapon_pickup	base.floor_color	s32	4095		
setup_0034	weapon_pickup	base.geo_count	s32	0		
setup_0034	weapon_pickup	pickup.weapon	weapon_catalog_id		base:cmp150	
setup_0034	weapon_pickup	pickup.unknown_5d	s32	0		
setup_0034	weapon_pickup	pickup.unknown_5e	s32	0		
setup_0034	weapon_pickup	pickup.fire_mode	s32	0		
setup_0034	weapon_pickup	pickup.fadeout_timer60	s32	0		
setup_0034	weapon_pickup	pickup.dual_weapon	weapon_selector	none		
setup_0034	weapon_pickup	pickup.team_or_timer240	s32	-1		
setup_0035	character_spawn	command.order	s32	35		
setup_0035	character_spawn	character.index	s32	0		
setup_0035	character_spawn	character.kind	s32	9		
setup_0035	character_spawn	character.spawn_flags	u32_hex	0x00000080		
setup_0035	character_spawn	character.slot	s32	24		
setup_0035	character_spawn	character.pad	pad_ref	pad_0175		
setup_0035	character_spawn	character.body	body_catalog_id		base:fbiguy	
setup_0035	character_spawn	character.head	head_selector	random		
setup_0035	character_spawn	character.ai_list	ailist_ref	ailist_1041		
setup_0035	character_spawn	character.pad_preset	s32	65535		
setup_0035	character_spawn	character.character_preset	s32	65535		
setup_0035	character_spawn	character.hearing_scale	s32	500		
setup_0035	character_spawn	character.view_distance	s32	30		
setup_0035	character_spawn	character.flags	u32_hex	0x8000e008		
setup_0035	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0035	character_spawn	character.team	s32	32		
setup_0035	character_spawn	character.squadron	s32	1		
setup_0035	character_spawn	character.chair	s32	-1		
setup_0035	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0035	character_spawn	character.attitude	s32	1		
setup_0035	character_spawn	character.natural_animation	s32	0		
setup_0035	character_spawn	character.visible_yaw_angle	s32	0		
setup_0035	character_spawn	character.team_scan_distance	s32	0		
setup_0036	character_spawn	command.order	s32	36		
setup_0036	character_spawn	character.index	s32	0		
setup_0036	character_spawn	character.kind	s32	9		
setup_0036	character_spawn	character.spawn_flags	u32_hex	0x00000200		
setup_0036	character_spawn	character.slot	s32	2		
setup_0036	character_spawn	character.pad	pad_ref	pad_0173		
setup_0036	character_spawn	character.body	body_catalog_id		base:g5_guard	
setup_0036	character_spawn	character.head	head_selector	random		
setup_0036	character_spawn	character.ai_list	ailist_ref	ailist_1046		
setup_0036	character_spawn	character.pad_preset	s32	65535		
setup_0036	character_spawn	character.character_preset	s32	65535		
setup_0036	character_spawn	character.hearing_scale	s32	1000		
setup_0036	character_spawn	character.view_distance	s32	10		
setup_0036	character_spawn	character.flags	u32_hex	0xa0004008		
setup_0036	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0036	character_spawn	character.team	s32	32		
setup_0036	character_spawn	character.squadron	s32	2		
setup_0036	character_spawn	character.chair	s32	-1		
setup_0036	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0036	character_spawn	character.attitude	s32	0		
setup_0036	character_spawn	character.natural_animation	s32	0		
setup_0036	character_spawn	character.visible_yaw_angle	s32	0		
setup_0036	character_spawn	character.team_scan_distance	s32	0		
setup_0037	weapon_pickup	command.order	s32	37		
setup_0037	weapon_pickup	base.extra_scale	s32	256		
setup_0037	weapon_pickup	base.hidden2	s32	0		
setup_0037	weapon_pickup	base.model	model_catalog_id		base:model_chrcmp150	
setup_0037	weapon_pickup	base.pad	pad_ref	pad_0002		
setup_0037	weapon_pickup	base.flags	u32_hex	0x00004000		
setup_0037	weapon_pickup	base.flags2	u32_hex	0x00000000		
setup_0037	weapon_pickup	base.flags3	u32_hex	0x00000000		
setup_0037	weapon_pickup	base.rotation[0][0]	f32	0		
setup_0037	weapon_pickup	base.rotation[0][1]	f32	0		
setup_0037	weapon_pickup	base.rotation[0][2]	f32	0		
setup_0037	weapon_pickup	base.rotation[1][0]	f32	0		
setup_0037	weapon_pickup	base.rotation[1][1]	f32	0		
setup_0037	weapon_pickup	base.rotation[1][2]	f32	0		
setup_0037	weapon_pickup	base.rotation[2][0]	f32	0		
setup_0037	weapon_pickup	base.rotation[2][1]	f32	0		
setup_0037	weapon_pickup	base.rotation[2][2]	f32	0		
setup_0037	weapon_pickup	base.hidden	u32_hex	0x00000000		
setup_0037	weapon_pickup	base.damage	s32	0		
setup_0037	weapon_pickup	base.max_damage	s32	1000		
setup_0037	weapon_pickup	base.shade_color[0]	s32	0		
setup_0037	weapon_pickup	base.shade_color[1]	s32	0		
setup_0037	weapon_pickup	base.shade_color[2]	s32	0		
setup_0037	weapon_pickup	base.shade_color[3]	s32	0		
setup_0037	weapon_pickup	base.next_color[0]	s32	0		
setup_0037	weapon_pickup	base.next_color[1]	s32	0		
setup_0037	weapon_pickup	base.next_color[2]	s32	0		
setup_0037	weapon_pickup	base.next_color[3]	s32	0		
setup_0037	weapon_pickup	base.floor_color	s32	4095		
setup_0037	weapon_pickup	base.geo_count	s32	0		
setup_0037	weapon_pickup	pickup.weapon	weapon_catalog_id		base:cmp150	
setup_0037	weapon_pickup	pickup.unknown_5d	s32	0		
setup_0037	weapon_pickup	pickup.unknown_5e	s32	0		
setup_0037	weapon_pickup	pickup.fire_mode	s32	0		
setup_0037	weapon_pickup	pickup.fadeout_timer60	s32	0		
setup_0037	weapon_pickup	pickup.dual_weapon	weapon_selector	none		
setup_0037	weapon_pickup	pickup.team_or_timer240	s32	-1		
setup_0038	character_spawn	command.order	s32	38		
setup_0038	character_spawn	character.index	s32	0		
setup_0038	character_spawn	character.kind	s32	9		
setup_0038	character_spawn	character.spawn_flags	u32_hex	0x00000200		
setup_0038	character_spawn	character.slot	s32	3		
setup_0038	character_spawn	character.pad	pad_ref	pad_0174		
setup_0038	character_spawn	character.body	body_catalog_id		base:g5_guard	
setup_0038	character_spawn	character.head	head_selector	random		
setup_0038	character_spawn	character.ai_list	ailist_ref	ailist_1038		
setup_0038	character_spawn	character.pad_preset	s32	65535		
setup_0038	character_spawn	character.character_preset	s32	65535		
setup_0038	character_spawn	character.hearing_scale	s32	1000		
setup_0038	character_spawn	character.view_distance	s32	50		
setup_0038	character_spawn	character.flags	u32_hex	0xc0004008		
setup_0038	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0038	character_spawn	character.team	s32	32		
setup_0038	character_spawn	character.squadron	s32	3		
setup_0038	character_spawn	character.chair	s32	-1		
setup_0038	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0038	character_spawn	character.attitude	s32	0		
setup_0038	character_spawn	character.natural_animation	s32	0		
setup_0038	character_spawn	character.visible_yaw_angle	s32	0		
setup_0038	character_spawn	character.team_scan_distance	s32	0		
setup_0039	weapon_pickup	command.order	s32	39		
setup_0039	weapon_pickup	base.extra_scale	s32	256		
setup_0039	weapon_pickup	base.hidden2	s32	0		
setup_0039	weapon_pickup	base.model	model_catalog_id		base:model_chrcmp150	
setup_0039	weapon_pickup	base.pad	pad_ref	pad_0003		
setup_0039	weapon_pickup	base.flags	u32_hex	0x00004000		
setup_0039	weapon_pickup	base.flags2	u32_hex	0x00000000		
setup_0039	weapon_pickup	base.flags3	u32_hex	0x00000000		
setup_0039	weapon_pickup	base.rotation[0][0]	f32	0		
setup_0039	weapon_pickup	base.rotation[0][1]	f32	0		
setup_0039	weapon_pickup	base.rotation[0][2]	f32	0		
setup_0039	weapon_pickup	base.rotation[1][0]	f32	0		
setup_0039	weapon_pickup	base.rotation[1][1]	f32	0		
setup_0039	weapon_pickup	base.rotation[1][2]	f32	0		
setup_0039	weapon_pickup	base.rotation[2][0]	f32	0		
setup_0039	weapon_pickup	base.rotation[2][1]	f32	0		
setup_0039	weapon_pickup	base.rotation[2][2]	f32	0		
setup_0039	weapon_pickup	base.hidden	u32_hex	0x00000000		
setup_0039	weapon_pickup	base.damage	s32	0		
setup_0039	weapon_pickup	base.max_damage	s32	1000		
setup_0039	weapon_pickup	base.shade_color[0]	s32	0		
setup_0039	weapon_pickup	base.shade_color[1]	s32	0		
setup_0039	weapon_pickup	base.shade_color[2]	s32	0		
setup_0039	weapon_pickup	base.shade_color[3]	s32	0		
setup_0039	weapon_pickup	base.next_color[0]	s32	0		
setup_0039	weapon_pickup	base.next_color[1]	s32	0		
setup_0039	weapon_pickup	base.next_color[2]	s32	0		
setup_0039	weapon_pickup	base.next_color[3]	s32	0		
setup_0039	weapon_pickup	base.floor_color	s32	4095		
setup_0039	weapon_pickup	base.geo_count	s32	0		
setup_0039	weapon_pickup	pickup.weapon	weapon_catalog_id		base:cmp150	
setup_0039	weapon_pickup	pickup.unknown_5d	s32	0		
setup_0039	weapon_pickup	pickup.unknown_5e	s32	0		
setup_0039	weapon_pickup	pickup.fire_mode	s32	0		
setup_0039	weapon_pickup	pickup.fadeout_timer60	s32	0		
setup_0039	weapon_pickup	pickup.dual_weapon	weapon_selector	none		
setup_0039	weapon_pickup	pickup.team_or_timer240	s32	-1		
setup_0040	character_spawn	command.order	s32	40		
setup_0040	character_spawn	character.index	s32	0		
setup_0040	character_spawn	character.kind	s32	9		
setup_0040	character_spawn	character.spawn_flags	u32_hex	0x00000200		
setup_0040	character_spawn	character.slot	s32	4		
setup_0040	character_spawn	character.pad	pad_ref	pad_0176		
setup_0040	character_spawn	character.body	body_catalog_id		base:g5_guard	
setup_0040	character_spawn	character.head	head_selector	random		
setup_0040	character_spawn	character.ai_list	ailist_ref	ailist_1038		
setup_0040	character_spawn	character.pad_preset	s32	65535		
setup_0040	character_spawn	character.character_preset	s32	65535		
setup_0040	character_spawn	character.hearing_scale	s32	1000		
setup_0040	character_spawn	character.view_distance	s32	50		
setup_0040	character_spawn	character.flags	u32_hex	0xc0004008		
setup_0040	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0040	character_spawn	character.team	s32	32		
setup_0040	character_spawn	character.squadron	s32	3		
setup_0040	character_spawn	character.chair	s32	-1		
setup_0040	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0040	character_spawn	character.attitude	s32	0		
setup_0040	character_spawn	character.natural_animation	s32	0		
setup_0040	character_spawn	character.visible_yaw_angle	s32	0		
setup_0040	character_spawn	character.team_scan_distance	s32	0		
setup_0041	weapon_pickup	command.order	s32	41		
setup_0041	weapon_pickup	base.extra_scale	s32	256		
setup_0041	weapon_pickup	base.hidden2	s32	0		
setup_0041	weapon_pickup	base.model	model_catalog_id		base:model_chrcmp150	
setup_0041	weapon_pickup	base.pad	pad_ref	pad_0004		
setup_0041	weapon_pickup	base.flags	u32_hex	0x00004000		
setup_0041	weapon_pickup	base.flags2	u32_hex	0x00000000		
setup_0041	weapon_pickup	base.flags3	u32_hex	0x00000000		
setup_0041	weapon_pickup	base.rotation[0][0]	f32	0		
setup_0041	weapon_pickup	base.rotation[0][1]	f32	0		
setup_0041	weapon_pickup	base.rotation[0][2]	f32	0		
setup_0041	weapon_pickup	base.rotation[1][0]	f32	0		
setup_0041	weapon_pickup	base.rotation[1][1]	f32	0		
setup_0041	weapon_pickup	base.rotation[1][2]	f32	0		
setup_0041	weapon_pickup	base.rotation[2][0]	f32	0		
setup_0041	weapon_pickup	base.rotation[2][1]	f32	0		
setup_0041	weapon_pickup	base.rotation[2][2]	f32	0		
setup_0041	weapon_pickup	base.hidden	u32_hex	0x00000000		
setup_0041	weapon_pickup	base.damage	s32	0		
setup_0041	weapon_pickup	base.max_damage	s32	1000		
setup_0041	weapon_pickup	base.shade_color[0]	s32	0		
setup_0041	weapon_pickup	base.shade_color[1]	s32	0		
setup_0041	weapon_pickup	base.shade_color[2]	s32	0		
setup_0041	weapon_pickup	base.shade_color[3]	s32	0		
setup_0041	weapon_pickup	base.next_color[0]	s32	0		
setup_0041	weapon_pickup	base.next_color[1]	s32	0		
setup_0041	weapon_pickup	base.next_color[2]	s32	0		
setup_0041	weapon_pickup	base.next_color[3]	s32	0		
setup_0041	weapon_pickup	base.floor_color	s32	4095		
setup_0041	weapon_pickup	base.geo_count	s32	0		
setup_0041	weapon_pickup	pickup.weapon	weapon_catalog_id		base:cmp150	
setup_0041	weapon_pickup	pickup.unknown_5d	s32	0		
setup_0041	weapon_pickup	pickup.unknown_5e	s32	0		
setup_0041	weapon_pickup	pickup.fire_mode	s32	0		
setup_0041	weapon_pickup	pickup.fadeout_timer60	s32	0		
setup_0041	weapon_pickup	pickup.dual_weapon	weapon_selector	none		
setup_0041	weapon_pickup	pickup.team_or_timer240	s32	-1		
setup_0042	character_spawn	command.order	s32	42		
setup_0042	character_spawn	character.index	s32	0		
setup_0042	character_spawn	character.kind	s32	9		
setup_0042	character_spawn	character.spawn_flags	u32_hex	0x00000200		
setup_0042	character_spawn	character.slot	s32	5		
setup_0042	character_spawn	character.pad	pad_ref	pad_0177		
setup_0042	character_spawn	character.body	body_catalog_id		base:g5_guard	
setup_0042	character_spawn	character.head	head_selector	random		
setup_0042	character_spawn	character.ai_list	ailist_ref	ailist_1047		
setup_0042	character_spawn	character.pad_preset	s32	65535		
setup_0042	character_spawn	character.character_preset	s32	65535		
setup_0042	character_spawn	character.hearing_scale	s32	1000		
setup_0042	character_spawn	character.view_distance	s32	50		
setup_0042	character_spawn	character.flags	u32_hex	0xa0004008		
setup_0042	character_spawn	character.flags2	u32_hex	0x00000000		
setup_0042	character_spawn	character.team	s32	32		
setup_0042	character_spawn	character.squadron	s32	3		
setup_0042	character_spawn	character.chair	s32	-1		
setup_0042	character_spawn	character.conversation_talk	u32_hex	0x00000000		
setup_0042	character_spawn	character.attitude	s32	0		
setup_0042	character_spawn	character.natural_animation	s32	0		
setup_0042	character_spawn	character.visible_yaw_angle	s32	0		
setup_0042	character_spawn	character.team_scan_distance	s32	0		
setup_0043	weapon_pickup	command.order	s32	43		
setup_0043	weapon_pickup	base.extra_scale	s32	256		
setup_0043	weapon_pickup	base.hidden2	s32	0		
setup_0043	weapon_pickup	base.model	model_catalog_id		base:model_chrcmp150	
setup_0043	weapon_pickup	base.pad	pad_ref	pad_0005		
setup_0043	weapon_pickup	base.flags	u32_hex	0x00004000		
setup_0043	weapon_pickup	base.flags2	u32_hex	0x00000000		
setup_0043	weapon_pickup	base.flags3	u32_hex	0x00000000		
setup_0043	weapon_pickup	base.rotation[0][0]	f32	0		
setup_0043	weapon_pickup	base.rotation[0][1]	f32	0		
setup_0043	weapon_pickup	base.rotation[0][2]	f32	0		
setup_0043	weapon_pickup	base.rotation[1][0]	f32	0		
setup_0043	weapon_pickup	base.rotation[1][1]	f32	0		
setup_0043	weapon_pickup	base.rotation[1][2]	f32	0		
setup_0043	weapon_pickup	base.rotation[2][0]	f32	0		
