cover_id	flags	pos_x	pos_y	pos_z	look_x	look_y	look_z
cover_0043	0x0000	131.000000	49.000000	369.000000	1.000000	0.000000	0.000000
cover_0044	0x0000	124.000000	49.000000	522.000000	1.000000	0.000000	0.000000
cover_0045	0x0000	1059.000000	49.000000	496.000000	-1.000000	0.000000	0.000000
cover_0046	0x0000	1059.000000	49.000000	376.000000	-1.000000	0.000000	0.000000
cover_0047	0x0000	1319.000000	49.000000	-351.000000	-1.000000	0.000000	0.000000
cover_0048	0x0000	1097.000000	49.000000	-337.000000	1.000000	0.000000	0.000000
cover_0049	0x0000	1198.000000	49.000000	-184.000000	0.000000	0.000000	-1.000000
cover_0050	0x0000	1198.000000	49.000000	-497.000000	0.000000	0.000000	1.000000
cover_0051	0x0000	697.000000	49.000000	-337.000000	1.000000	0.000000	0.000000
cover_0052	0x0000	798.000000	49.000000	-184.000000	0.000000	0.000000	-1.000000
cover_0053	0x0000	919.000000	49.000000	-351.000000	-1.000000	0.000000	0.000000
cover_0054	0x0000	798.000000	49.000000	-497.000000	0.000000	0.000000	1.000000
cover_0055	0x0000	398.000000	49.000000	-497.000000	0.000000	0.000000	1.000000
cover_0056	0x0000	519.000000	49.000000	-351.000000	-1.000000	0.000000	0.000000
cover_0057	0x0000	398.000000	49.000000	-184.000000	0.000000	0.000000	-1.000000
cover_0058	0x0000	297.000000	49.000000	-337.000000	1.000000	0.000000	0.000000
cover_0059	0x0000	107.000000	49.000000	-51.000000	-1.000000	0.000000	0.000000
cover_0060	0x0000	80.000000	49.000000	-824.000000	-1.000000	0.000000	0.000000
cover_0061	0x0000	1496.000000	49.000000	-810.000000	1.000000	0.000000	0.000000
cover_0062	0x0000	-353.000000	49.000000	-933.000000	0.866026	0.000000	0.500000
cover_0063	0x0000	-1573.000000	49.000000	-1652.000000	-0.866026	0.000000	-0.500000
cover_0064	0x0000	-1937.000000	49.000000	-970.000000	-0.866025	0.000000	-0.500001
cover_0065	0x0000	-1629.000000	49.000000	-1123.000000	0.866025	0.000000	0.500001
cover_0066	0x0000	-1618.000000	49.000000	-940.000000	0.499999	0.000000	-0.866026
cover_0067	0x0000	-1430.000000	49.000000	-1023.000000	-0.866026	0.000000	-0.500000
cover_0068	0x0000	-1461.000000	49.000000	-1211.000000	-0.500000	0.000000	0.866026
cover_0069	0x0000	-1115.000000	49.000000	-1011.000000	-0.500001	0.000000	0.866025
cover_0070	0x0000	-1083.000000	49.000000	-823.000000	-0.866026	0.000000	-0.500000
cover_0071	0x0000	-1271.000000	49.000000	-740.000000	0.500000	0.000000	-0.866025
cover_0072	0x0000	-1283.000000	49.000000	-923.000000	0.866025	0.000000	0.500001
cover_0073	0x0000	-768.000000	49.000000	-811.000000	-0.500000	0.000000	0.866026
cover_0074	0x0000	-925.000000	49.000000	-540.000000	0.500000	0.000000	-0.866026
cover_0075	0x0000	-936.000000	49.000000	-723.000000	0.866026	0.000000	0.500000
cover_0076	0x0000	-737.000000	49.000000	-623.000000	-0.866025	0.000000	-0.500000
cover_0077	0x0000	-1325.000000	49.000000	-124.000000	-0.866026	0.000000	-0.500000
cover_0078	0x0000	-1385.000000	49.000000	-20.000000	-0.866026	0.000000	-0.500000
cover_0079	0x0000	-2208.000000	49.000000	-465.000000	0.866025	0.000000	0.500000
cover_0080	0x0000	-2126.000000	49.000000	-594.000000	0.866025	0.000000	0.500001
cover_0081	0x0000	-2026.000000	49.000000	-545.000000	-0.500000	0.000000	0.866025
cover_0082	0x0000	-2097.000000	49.000000	-408.000000	0.500000	0.000000	-0.866025
cover_0083	0x0000	-1488.000000	49.000000	-64.000000	0.499999	0.000000	-0.866026
cover_0084	0x0000	-1417.000000	49.000000	-201.000000	-0.500000	0.000000	0.866025
cover_0085	0x0000	-1540.000000	49.000000	-341.000000	0.500000	0.000000	-0.866025
cover_0086	0x0000	-1811.000000	49.000000	-497.000000	0.500000	0.000000	-0.866025
cover_0087	0x0000	-1729.000000	49.000000	-627.000000	-0.500000	0.000000	0.866025
cover_0088	0x0000	-1469.000000	49.000000	-477.000000	-0.500000	0.000000	0.866026
cover_0089	0x0000	-708.000000	49.000000	-257.000000	0.866026	0.000000	0.500000
cover_0090	0x0000	-767.000000	49.000000	156.000000	-0.866026	0.000000	-0.500000
cover_0091	0x0000	-554.000000	49.000000	-204.000000	-0.866026	0.000000	-0.500000
cover_0092	0x0000	-69.000000	49.000000	-78.000000	1.000000	0.000000	0.000000
cover_0093	0x0000	-82.000000	49.000000	309.000000	1.000000	0.000000	0.000000
cover_0094	0x0000	-2280.000000	49.000000	-753.000000	0.866026	0.000000	0.499999
cover_0095	0x0000	-2075.000000	49.000000	-1081.000000	0.866025	0.000000	0.500001
cover_0096	0x0000	1692.000000	49.000000	-803.000000	-1.000000	0.000000	0.000000
cover_0097	0x0000	1899.000000	-269.000000	-829.000000	-1.000000	0.000000	0.000000
cover_0098	0x0000	1904.000000	-269.000000	-1202.000000	0.000000	0.000000	-1.000000
cover_0099	0x0000	1716.000000	-269.000000	-856.000000	1.000000	0.000000	0.000000
cover_0100	0x0000	1911.000000	-269.000000	-969.000000	0.000000	0.000000	1.000000
cover_0101	0x0000	1738.000000	-269.000000	-969.000000	0.000000	0.000000	1.000000
cover_0102	0x0000	1686.000000	-269.000000	-556.000000	-1.000000	0.000000	0.000000
cover_0103	0x0000	1686.000000	-269.000000	-556.000000	-1.000000	0.000000	0.000000
cover_0104	0x0000	1517.000000	-269.000000	-216.000000	1.000000	0.000000	0.000000
cover_0105	0x0000	1471.000000	-269.000000	1314.000000	0.000000	0.000000	-1.000000
cover_0106	0x0000	119.000000	-269.000000	1328.000000	0.000000	0.000000	-1.000000
cover_0107	0x0000	-1254.000000	-269.000000	1308.000000	0.000000	0.000000	-1.000000
cover_0108	0x0000	-1420.000000	-495.000000	356.000000	0.000000	0.000000	1.000000
cover_0109	0x0000	-1407.000000	-495.000000	242.000000	0.000000	0.000000	-1.000000
cover_0110	0x0000	-1279.000000	-495.000000	509.000000	-1.000000	0.000000	0.000000
cover_0111	0x0000	-1821.000000	-495.000000	142.000000	1.000000	0.000000	0.000000
cover_0112	0x0000	-1811.000000	-495.000000	492.000000	1.000000	0.000000	0.000000
cover_0113	0x0000	-2096.000000	-495.000000	638.000000	1.000000	0.000000	0.000000
cover_0114	0x0000	-1897.000000	-495.000000	623.000000	-1.000000	0.000000	0.000000
cover_0115	0x0000	-2394.000000	-620.000000	53.000000	-1.000000	0.000000	0.000000
cover_0116	0x0000	-2394.000000	-620.000000	367.000000	-1.000000	0.000000	0.000000
cover_0117	0x0000	-2593.000000	-620.000000	375.000000	1.000000	0.000000	0.000000
cover_0118	0x0000	-3316.000000	-620.000000	31.000000	1.000000	0.000000	0.000000
cover_0119	0x0000	-3170.000000	-620.000000	147.000000	-0.258819	0.000000	-0.965926
cover_0120	0x0000	-3901.000000	-620.000000	-605.000000	1.000000	0.000000	0.000000
cover_0121	0x0000	-3762.000000	-620.000000	-446.000000	0.000000	0.000000	-1.000000
cover_0122	0x0000	-3916.000000	-620.000000	-819.000000	1.000000	0.000000	0.000000
cover_0123	0x0000	-2380.000000	-620.000000	-936.000000	0.000000	0.000000	1.000000
cover_0124	0x0000	-2587.000000	-620.000000	-1284.000000	0.000000	0.000000	1.000000
cover_0125	0x0000	-2587.000000	-620.000000	-1050.000000	0.000000	0.000000	-1.000000
cover_0126	0x0000	-2264.000000	-620.000000	-1056.000000	0.000000	0.000000	-1.000000
cover_0127	0x0000	-2244.000000	-620.000000	-790.000000	-1.000000	0.000000	0.000000
cover_0128	0x0000	-2113.000000	-620.000000	-613.000000	1.000000	0.000000	0.000000
cover_0129	0x0000	-1977.000000	-620.000000	-441.000000	0.000000	0.000000	-1.000000
cover_0130	0x0000	-1429.000000	-620.000000	-453.000000	0.000000	0.000000	-1.000000
cover_0131	0x0000	-1423.000000	-620.000000	-345.000000	0.000000	0.000000	1.000000
cover_0132	0x0000	-1281.000000	-620.000000	-198.000000	-1.000000	0.000000	0.000000
cover_0133	0x0000	-1268.000000	-620.000000	-589.000000	-1.000000	0.000000	0.000000
cover_0134	0x0000	-2599.000000	-620.000000	-1884.000000	0.000000	0.000000	1.000000
cover_0135	0x0000	-2599.000000	-620.000000	-1650.000000	0.000000	0.000000	-1.000000
cover_0136	0x0000	-2709.000000	-620.000000	-2140.000000	0.000000	0.000000	1.000000
cover_0137	0x0000	-2585.000000	-620.000000	-1994.000000	-1.000000	0.000000	0.000000
cover_0138	0x0000	-3288.000000	-620.000000	-2247.000000	0.000000	0.000000	-1.000000
cover_0139	0x0000	-2953.000000	-620.000000	-2253.000000	0.000000	0.000000	-1.000000
cover_0140	0x0000	-4320.000000	-620.000000	-2035.000000	1.000000	0.000000	0.000000
cover_0141	0x0000	-4320.000000	-620.000000	-2365.000000	1.000000	0.000000	0.000000
cover_0142	0x0000	-4190.000000	-620.000000	-2608.000000	0.000000	0.000000	1.000000
cover_0143	0x0000	-4624.000000	-620.000000	-2986.000000	1.000000	0.000000	0.000000
cover_0144	0x0000	-4394.000000	-620.000000	-2986.000000	-1.000000	0.000000	0.000000
cover_0145	0x0000	-4573.000000	-620.000000	-2826.000000	0.000000	0.000000	-1.000000
cover_0146	0x0000	-4445.000000	-620.000000	-2826.000000	0.000000	0.000000	-1.000000
cover_0147	0x0000	-4506.000000	-620.000000	-2251.000000	0.000000	0.000000	-1.000000
cover_0148	0x0000	-4500.000000	-620.000000	-2493.000000	0.000000	0.000000	1.000000
cover_0149	0x0000	-4400.000000	-620.000000	-2371.000000	-1.000000	0.000000	0.000000
cover_0150	0x0000	-4605.000000	-620.000000	-2371.000000	1.000000	0.000000	0.000000
cover_0151	0x0000	-5106.000000	-620.000000	-2251.000000	0.000000	0.000000	-1.000000
cover_0152	0x0000	-5000.000000	-620.000000	-2371.000000	-1.000000	0.000000	0.000000
cover_0153	0x0000	-5100.000000	-620.000000	-2493.000000	0.000000	0.000000	1.000000
cover_0154	0x0000	-5205.000000	-620.000000	-2371.000000	1.000000	0.000000	0.000000
cover_0155	0x0000	-4976.000000	-620.000000	-2966.000000	-1.000000	0.000000	0.000000
cover_0156	0x0000	-5082.000000	-620.000000	-2847.000000	0.000000	0.000000	-1.000000
cover_0157	0x0000	-4375.000000	-620.000000	-3174.000000	-1.000000	0.000000	0.000000
cover_0158	0x0000	-4605.000000	-620.000000	-3174.000000	1.000000	0.000000	0.000000
cover_0159	0x0000	-4580.000000	-620.000000	-3307.000000	0.000000	0.000000	1.000000
cover_0160	0x0000	-4426.000000	-620.000000	-3307.000000	0.000000	0.000000	1.000000
cover_0161	0x0000	-5198.000000	-620.000000	-2850.000000	0.000000	0.000000	-1.000000
cover_0162	0x0000	-5602.000000	-620.000000	-2861.000000	0.000000	0.000000	-1.000000
cover_0163	0x0000	-5198.000000	-620.000000	-3089.000000	0.000000	0.000000	1.000000
cover_0164	0x0000	-5597.000000	-620.000000	-3099.000000	0.000000	0.000000	1.000000
cover_0165	0x0000	-5597.000000	-620.000000	-3699.000000	0.000000	0.000000	1.000000
cover_0166	0x0000	-5198.000000	-620.000000	-3689.000000	0.000000	0.000000	1.000000
cover_0167	0x0000	-5602.000000	-620.000000	-3461.000000	0.000000	0.000000	-1.000000
cover_0168	0x0000	-5198.000000	-620.000000	-3450.000000	0.000000	0.000000	-1.000000
cover_0169	0x0000	-3314.000000	-620.000000	-3791.000000	0.000000	0.000000	-1.000000
cover_0170	0x0000	-3309.000000	-620.000000	-3699.000000	0.000000	0.000000	1.000000
cover_0171	0x0000	-5205.000000	-620.000000	-4171.000000	1.000000	0.000000	0.000000
cover_0172	0x0000	-5106.000000	-620.000000	-4051.000000	0.000000	0.000000	-1.000000
cover_0173	0x0000	-5000.000000	-620.000000	-4171.000000	-1.000000	0.000000	0.000000
cover_0174	0x0000	-5100.000000	-620.000000	-4293.000000	0.000000	0.000000	1.000000
cover_0175	0x0000	-4500.000000	-620.000000	-3771.000000	-1.000000	0.000000	0.000000
cover_0176	0x0000	-4705.000000	-620.000000	-3771.000000	1.000000	0.000000	0.000000
cover_0177	0x0000	-4705.000000	-620.000000	-4071.000000	1.000000	0.000000	0.000000
cover_0178	0x0000	-4500.000000	-620.000000	-4071.000000	-1.000000	0.000000	0.000000
cover_0179	0x0000	-4823.000000	-620.000000	-4402.000000	0.000000	0.000000	1.000000
cover_0180	0x0000	-5530.000000	-620.000000	-4109.000000	0.000000	0.000000	1.000000
cover_0181	0x0000	-5536.000000	-620.000000	-3865.000000	0.000000	0.000000	-1.000000
cover_0182	0x0000	-5339.000000	-620.000000	-3992.000000	-1.000000	0.000000	0.000000
cover_0183	0x0000	-5706.000000	-620.000000	-3986.000000	1.000000	0.000000	0.000000
cover_0184	0x0000	-4014.000000	-620.000000	-3606.000000	1.000000	0.000000	0.000000
cover_0185	0x0000	-4014.000000	-620.000000	-3906.000000	1.000000	0.000000	0.000000
cover_0186	0x0000	-3200.000000	-620.000000	-3921.000000	-1.000000	0.000000	0.000000
cover_0187	0x0000	-3189.000000	-620.000000	-3576.000000	-1.000000	0.000000	0.000000
cover_0188	0x0000	-4839.000000	-620.000000	-4142.000000	0.000000	0.000000	-1.000000
cover_0189	0x0000	-5373.000000	-620.000000	-4158.000000	0.000000	0.000000	-1.000000
cover_0190	0x0000	-4647.000000	-620.000000	-4284.000000	-1.000000	0.000000	0.000000
cover_0191	0x0000	-5009.000000	-620.000000	-4279.000000	1.000000	0.000000	0.000000
cover_0192	0x0000	-5206.000000	-620.000000	-4338.000000	-1.000000	0.000000	0.000000
cover_0193	0x0000	-4879.000000	-620.000000	-4403.000000	0.000000	0.000000	-1.000000
cover_0194	0x0000	-4684.000000	-620.000000	-4593.000000	-1.000000	0.000000	0.000000
cover_0195	0x0000	-5057.000000	-620.000000	-4598.000000	1.000000	0.000000	0.000000
cover_0196	0x0000	-4841.000000	-620.000000	-4779.000000	0.000000	0.000000	1.000000
cover_0197	0x0000	-5379.000000	-620.000000	-4524.000000	0.000000	0.000000	1.000000
cover_0198	0x0000	-5536.000000	-620.000000	-4338.000000	1.000000	0.000000	0.000000
cover_0199	0x0000	-5559.000000	-620.000000	-4662.000000	1.000000	0.000000	0.000000
cover_0200	0x0000	-5389.000000	-620.000000	-4526.000000	0.000000	0.000000	-1.000000
cover_0201	0x0000	-5197.000000	-620.000000	-4668.000000	-1.000000	0.000000	0.000000
cover_0202	0x0000	-5373.000000	-620.000000	-4785.000000	0.000000	0.000000	1.000000
cover_0203	0x0000	-5698.000000	-620.000000	-4295.000000	0.000000	0.000000	1.000000
cover_0204	0x0000	-5693.000000	-620.000000	-4068.000000	0.000000	0.000000	-1.000000
cover_0205	0x0000	-4575.000000	-620.000000	-4290.000000	0.000000	0.000000	1.000000
cover_0206	0x0000	-4120.000000	-620.000000	-4295.000000	-1.000000	0.000000	0.000000
cover_0207	0x0000	-4261.000000	-620.000000	-4163.000000	0.000000	0.000000	-1.000000
cover_0208	0x0000	-2768.000000	-620.000000	-4062.000000	-1.000000	0.000000	0.000000
cover_0209	0x0000	-3055.000000	-620.000000	-4039.000000	1.000000	0.000000	0.000000
cover_0210	0x0000	-2927.000000	-620.000000	-4162.000000	0.000000	0.000000	1.000000
cover_0211	0x0000	-2799.000000	-620.000000	-4345.000000	-1.000000	0.000000	0.000000
cover_0212	0x0000	-3055.000000	-620.000000	-4319.000000	1.000000	0.000000	0.000000
cover_0213	0x0000	-2926.000000	-620.000000	-4211.000000	0.000000	0.000000	-1.000000
cover_0214	0x0000	-1374.000000	-620.000000	-4310.000000	0.000000	0.000000	1.000000
cover_0215	0x0000	-1373.000000	-620.000000	-4360.000000	0.000000	0.000000	-1.000000
cover_0216	0x0000	-1220.000000	-620.000000	-4360.000000	0.000000	0.000000	-1.000000
cover_0217	0x0000	-1221.000000	-620.000000	-4310.000000	0.000000	0.000000	1.000000
cover_0218	0x0000	-1524.000000	-620.000000	-4193.000000	1.000000	0.000000	0.000000
cover_0219	0x0000	-1496.000000	-620.000000	-4485.000000	1.000000	0.000000	0.000000
cover_0220	0x0000	-1103.000000	-620.000000	-4485.000000	-1.000000	0.000000	0.000000
cover_0221	0x0000	-1103.000000	-620.000000	-4190.000000	-1.000000	0.000000	0.000000
cover_0222	0x0000	-2104.000000	-620.000000	-3283.000000	-1.000000	0.000000	0.000000
cover_0223	0x0000	-2104.000000	-620.000000	-3410.000000	-1.000000	0.000000	0.000000
cover_0224	0x0000	-2247.000000	-620.000000	-3452.000000	0.000000	0.000000	1.000000
cover_0225	0x0000	-2252.000000	-620.000000	-3245.000000	0.000000	0.000000	-1.000000
cover_0226	0x0000	-1779.000000	-620.000000	-3452.000000	0.000000	0.000000	1.000000
cover_0227	0x0000	-1784.000000	-620.000000	-3245.000000	0.000000	0.000000	-1.000000
cover_0228	0x0000	-29.000000	-620.000000	-3700.000000	1.000000	0.000000	0.000000
cover_0229	0x0000	-29.000000	-620.000000	-3977.000000	1.000000	0.000000	0.000000
cover_0230	0x0000	113.000000	-620.000000	-3861.000000	0.000000	0.000000	-1.000000
cover_0231	0x0000	113.000000	-620.000000	-3819.000000	0.000000	0.000000	1.000000
cover_0232	0x0000	263.000000	-620.000000	-3977.000000	-1.000000	0.000000	0.000000
cover_0233	0x0000	263.000000	-620.000000	-3706.000000	-1.000000	0.000000	0.000000
cover_0234	0x0000	1325.000000	-620.000000	-3161.000000	0.000000	0.000000	-1.000000
cover_0235	0x0000	1321.000000	-620.000000	-3688.000000	0.000000	0.000000	1.000000
cover_0236	0x0000	-1103.000000	-620.000000	-2515.000000	-1.000000	0.000000	0.000000
cover_0237	0x0000	-1103.000000	-620.000000	-2219.000000	-1.000000	0.000000	0.000000
cover_0238	0x0000	-1221.000000	-620.000000	-2340.000000	0.000000	0.000000	1.000000
cover_0239	0x0000	-1220.000000	-620.000000	-2390.000000	0.000000	0.000000	-1.000000
cover_0240	0x0000	-1373.000000	-620.000000	-2390.000000	0.000000	0.000000	-1.000000
cover_0241	0x0000	-1374.000000	-620.000000	-2340.000000	0.000000	0.000000	1.000000
cover_0242	0x0000	-1524.000000	-620.000000	-2223.000000	1.000000	0.000000	0.000000
cover_0243	0x0000	-1496.000000	-620.000000	-2515.000000	1.000000	0.000000	0.000000
cover_0244	0x0000	-1931.000000	-620.000000	-3418.000000	1.000000	0.000000	0.000000
cover_0245	0x0000	-1931.000000	-620.000000	-3284.000000	1.000000	0.000000	0.000000
cover_0246	0x0000	263.000000	-620.000000	-1263.000000	-1.000000	0.000000	0.000000
cover_0247	0x0000	-46.000000	-620.000000	-1265.000000	1.000000	0.000000	0.000000
cover_0248	0x0000	14.000000	-620.000000	-907.000000	0.000000	0.000000	-1.000000
cover_0249	0x0000	217.000000	-620.000000	-907.000000	0.000000	0.000000	-1.000000
cover_0250	0x0000	1478.000000	-478.000000	-3372.000000	0.000000	0.000000	1.000000
cover_0251	0x0000	1493.000000	-478.000000	-3479.000000	0.000000	0.000000	-1.000000
cover_0252	0x0000	1668.000000	-478.000000	-3220.000000	-1.000000	0.000000	0.000000
cover_0253	0x0000	1496.000000	-620.000000	-907.000000	0.000000	0.000000	-1.000000
cover_0254	0x0000	-4120.000000	-620.000000	-5199.000000	-1.000000	0.000000	0.000000
cover_0255	0x0000	-4285.000000	-745.000000	-5390.000000	0.000000	0.000000	1.000000
cover_0256	0x0000	-4290.000000	-745.000000	-5625.000000	-1.000000	0.000000	0.000000
cover_0257	0x0000	-4469.000000	-745.000000	-5625.000000	1.000000	0.000000	0.000000
cover_0258	0x0000	-4469.000000	-745.000000	-5969.000000	1.000000	0.000000	0.000000
cover_0259	0x0000	-4290.000000	-745.000000	-5969.000000	-1.000000	0.000000	0.000000
cover_0260	0x0000	-4314.000000	-745.000000	-5769.000000	0.000000	0.000000	1.000000
cover_0261	0x0000	-4438.000000	-745.000000	-5769.000000	0.000000	0.000000	1.000000
cover_0262	0x0000	-3058.000000	-620.000000	-2654.000000	1.000000	0.000000	0.000000
cover_0263	0x0000	-2919.000000	-620.000000	-2520.000000	0.000000	0.000000	-1.000000
cover_0264	0x0000	-2775.000000	-620.000000	-2662.000000	-1.000000	0.000000	0.000000
cover_0265	0x0000	-5726.000000	-620.000000	-2478.000000	0.000000	0.000000	1.000000
cover_0266	0x0000	-5720.000000	-620.000000	-2267.000000	0.000000	0.000000	-1.000000
cover_0267	0x0000	751.000000	49.000000	-1367.000000	-1.000000	0.000000	0.000000
cover_0268	0x0000	855.000000	49.000000	-1367.000000	1.000000	0.000000	0.000000
cover_0269	0x0000	992.000000	49.000000	-1518.000000	0.000000	0.000000	1.000000
cover_0270	0x0000	605.000000	49.000000	-1518.000000	0.000000	0.000000	1.000000
cover_0271	0x0000	-1250.000000	-620.000000	-907.000000	0.000000	0.000000	-1.000000
cover_0272	0x0000	-2670.000000	360.000000	-1468.000000	0.484810	0.000000	0.874620
cover_0273	0x0000	-2728.000000	360.000000	-1237.000000	0.874620	0.000000	-0.484809
cover_0274	0x0000	-1662.000000	49.000000	-1870.000000	-0.707105	0.000000	0.707109
cover_0275	0x0000	-1867.000000	49.000000	-1925.000000	0.500000	0.000000	0.866025
cover_0276	0x0000	599.000000	49.000000	-1138.000000	0.000000	0.000000	-1.000000
cover_0277	0x0000	1002.000000	49.000000	-1138.000000	0.000000	0.000000	-1.000000
cover_0278	0x0000	1102.000000	49.000000	-1513.000000	1.000000	0.000000	0.000000
cover_0279	0x0000	-2337.000000	-620.000000	-2385.000000	0.000000	0.000000	1.000000
cover_0280	0x0000	-2196.000000	-620.000000	-2255.000000	-1.000000	0.000000	0.000000
cover_0281	0x0000	-3270.000000	-604.000000	-1066.000000	1.000000	0.000000	0.000000
cover_0282	0x0000	-3059.000000	-604.000000	-1065.000000	-1.000000	0.000000	0.000000
cover_0283	0x0000	-3052.000000	-604.000000	-2876.000000	0.000000	0.000000	-1.000000
cover_0284	0x0000	-3046.000000	-604.000000	-3078.000000	0.000000	0.000000	1.000000
cover_0285	0x0000	-2582.000000	-604.000000	-2607.000000	0.965926	0.000000	-0.258820
cover_0286	0x0000	-2508.000000	-604.000000	-2727.000000	0.258819	0.000000	0.965926
cover_0287	0x0000	-2391.000000	-604.000000	-2657.000000	-0.965926	0.000000	0.258818
cover_0288	0x0000	-2455.000000	-604.000000	-2541.000000	-0.258819	0.000000	-0.965926
cover_0289	0x0000	-1883.000000	-604.000000	-2572.000000	1.000000	0.000000	0.000000
cover_0290	0x0000	-1778.000000	-604.000000	-2475.000000	0.000000	0.000000	-1.000000
cover_0291	0x0000	-1685.000000	-604.000000	-2570.000000	-1.000000	0.000000	0.000000
cover_0292	0x0000	-1780.000000	-604.000000	-2668.000000	0.000000	0.000000	1.000000
cover_0293	0x0000	-2515.000000	-604.000000	-4110.000000	0.707108	0.000000	0.707106
cover_0294	0x0000	-2379.000000	-604.000000	-4108.000000	-0.707105	0.000000	0.707108
cover_0295	0x0000	-2377.000000	-604.000000	-3975.000000	-0.707106	0.000000	-0.707107
cover_0296	0x0000	-2520.000000	-604.000000	-3969.000000	0.707106	0.000000	-0.707108
cover_0297	0x0000	-1816.000000	-604.000000	-4202.000000	1.000000	0.000000	0.000000
cover_0298	0x0000	-1711.000000	-604.000000	-4105.000000	0.000000	0.000000	-1.000000
cover_0299	0x0000	-1618.000000	-604.000000	-4200.000000	-1.000000	0.000000	0.000000
cover_0300	0x0000	-1713.000000	-604.000000	-4298.000000	0.000000	0.000000	1.000000
cover_0301	0x0000	-528.000000	-604.000000	-3468.000000	0.707107	0.000000	0.707107
cover_0302	0x0000	-391.000000	-604.000000	-3466.000000	-0.707105	0.000000	0.707108
cover_0303	0x0000	-389.000000	-604.000000	-3333.000000	-0.707107	0.000000	-0.707107
cover_0304	0x0000	-532.000000	-604.000000	-3327.000000	0.707107	0.000000	-0.707107
cover_0305	0x0000	265.000000	-603.000000	-1576.000000	0.000000	0.000000	-1.000000
cover_0306	0x0000	267.000000	-603.000000	-1774.000000	0.000000	0.000000	1.000000
